displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,284964.10
Revenue - trailing 12 month,revenueTrailing12Month),1881034.00
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,234224.60
EBITD - trailing 12 month,eBITDTrailing12Month,540929.00
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,234224.60
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,24.16
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,1881381.00
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,234224.60
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,284964.10
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,284964.10
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,541275.70
