displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,103794.08,,,2021,Annual
Other Revenue Total ,OtherRevenueTotal,7737.07,,,2021,Annual
Total Revenue ,TotalRevenue,111531.15,,,2021,Annual
Costof Revenue Total ,CostofRevenueTotal,61649.00,,,2021,Annual
Fuel Expense ,FuelExpense,696.15,,,2021,Annual
Operations Maintenance ,OperationsMaintenance,4142.69,,,2021,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,10073.37,,,2021,Annual
Depreciation/ Amortization ,Depreciation/Amortization,13581.53,,,2021,Annual
Unusual Expense( Income) ,UnusualExpense(Income),1512.19,,,2021,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,-136.59,,,2021,Annual
Total Operating Expense ,TotalOperatingExpense,91518.34,,,2021,Annual
Operating Income ,OperatingIncome,20012.81,,,2021,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-8201.04,,,2021,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-133.91,,,2021,Annual
Other Net ,OtherNet,3808.88,,,2021,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,15486.74,,,2021,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,2420.53,,,2021,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,13066.21,,,2021,Annual
Minority Interest ,MinorityInterest,-334.77,,,2021,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,12731.44,,,2021,Annual
Net Income ,NetIncome,12731.44,,,2021,Annual
Total Adjustmentsto Net Income ,TotalAdjustmentstoNetIncome,19031.90,,,2021,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,14634.63,,,2021,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,14634.63,,,2021,Annual
Diluted Net Income ,DilutedNetIncome,14634.63,,,2021,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,1131.84,,,2021,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,12.93,,,2021,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,6.15,,,2021,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,14.16,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
