displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,861.40,,,2024,Annual
Cash Equivalents ,CashEquivalents,1.94,,,2024,Annual
Short Term Investments ,ShortTermInvestments,3118.07,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,3981.41,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,44406.26,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,49342.22,,,2024,Annual
Total Inventory ,TotalInventory,22789.88,,,2024,Annual
Prepaid Expenses ,PrepaidExpenses,119.79,,,2024,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,6802.23,,,2024,Annual
Total Current Assets ,TotalCurrentAssets,83035.53,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,372305.28,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-115029.96,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,344868.12,,,2024,Annual
Intangibles Net ,IntangiblesNet,581.42,,,2024,Annual
Total Utility Plant Net ,TotalUtilityPlantNet,1148.54,,,2024,Annual
Long Term Investments ,LongTermInvestments,15834.88,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,16356.39,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,18371.69,,,2024,Annual
Total Assets ,TotalAssets,480196.57,,,2024,Annual
Accounts Payable ,AccountsPayable,11337.95,,,2024,Annual
Accrued Expenses ,AccruedExpenses,6232.55,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,20105.89,,,2024,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,24972.29,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,35755.66,,,2024,Annual
Total Current Liabilities ,TotalCurrentLiabilities,98404.34,,,2024,Annual
Long Term Debt ,LongTermDebt,190214.97,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,1837.83,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,192052.80,,,2024,Annual
Total Debt ,TotalDebt,237130.98,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,15231.83,,,2024,Annual
Minority Interest ,MinorityInterest,4413.01,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,9385.32,,,2024,Annual
Total Liabilities ,TotalLiabilities,319487.30,,,2024,Annual
Common Stock Total ,CommonStockTotal,9696.67,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),156071.29,,,2024,Annual
Other Equity Total ,OtherEquityTotal,-5058.69,,,2024,Annual
Total Equity ,TotalEquity,160709.27,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,480196.57,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,969.67,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,165.14,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
