displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,373.15,,,2023,Annual
Cash Equivalents ,CashEquivalents,92.50,,,2023,Annual
Short Term Investments ,ShortTermInvestments,1778.85,,,2023,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,2244.50,,,2023,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,37487.29,,,2023,Annual
Total Receivables Net ,TotalReceivablesNet,42707.27,,,2023,Annual
Total Inventory ,TotalInventory,18824.42,,,2023,Annual
Prepaid Expenses ,PrepaidExpenses,113.24,,,2023,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,5896.51,,,2023,Annual
Total Current Assets ,TotalCurrentAssets,69785.94,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,337321.76,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-98375.73,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,328079.15,,,2023,Annual
Intangibles Net ,IntangiblesNet,587.80,,,2023,Annual
Total Utility Plant Net ,TotalUtilityPlantNet,936.47,,,2023,Annual
Long Term Investments ,LongTermInvestments,13884.79,,,2023,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,18193.76,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,16445.34,,,2023,Annual
Total Assets ,TotalAssets,447913.25,,,2023,Annual
Accounts Payable ,AccountsPayable,11356.16,,,2023,Annual
Accrued Expenses ,AccruedExpenses,6167.36,,,2023,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,14161.14,,,2023,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,19264.41,,,2023,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,34871.06,,,2023,Annual
Total Current Liabilities ,TotalCurrentLiabilities,85820.13,,,2023,Annual
Long Term Debt ,LongTermDebt,187883.57,,,2023,Annual
Capital Lease Obligations ,CapitalLeaseObligations,1604.04,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,189487.61,,,2023,Annual
Total Debt ,TotalDebt,222913.16,,,2023,Annual
Deferred Income Tax ,DeferredIncomeTax,12690.00,,,2023,Annual
Minority Interest ,MinorityInterest,3930.45,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,8961.89,,,2023,Annual
Total Liabilities ,TotalLiabilities,300890.08,,,2023,Annual
Common Stock Total ,CommonStockTotal,9696.67,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),107962.23,,,2023,Annual
Other Equity Total ,OtherEquityTotal,29364.27,,,2023,Annual
Total Equity ,TotalEquity,147023.17,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,447913.25,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,969.67,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,151.02,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
