displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Other Revenue Total ,OtherRevenueTotal,42820.38,,,2024,Interim
Total Revenue ,TotalRevenue,42820.38,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,24812.71,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,1618.48,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,4073.91,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,5027.04,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,35532.14,,,2024,Interim
Operating Income ,OperatingIncome,7288.24,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-2908.13,,,2024,Interim
Other Net ,OtherNet,754.27,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,5134.38,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1361.75,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,3772.63,,,2024,Interim
Minority Interest ,MinorityInterest,-53.59,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,3719.04,,,2024,Interim
Net Income ,NetIncome,3719.04,,,2024,Interim
Total Adjustmentsto Net Income ,TotalAdjustmentstoNetIncome,14362.40,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,5155.28,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,5155.28,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,5155.28,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,969.04,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,5.32,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,2.25,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,5.32,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
