displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,7.30
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,38.84
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,38.84
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,189.23
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,31.15
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,24.16
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,24.16
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,55.80
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,194.03
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,24.16
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,24.16
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,24.16
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,189.83
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,189.83
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,8.35
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,194.06
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,24.16
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,189.23
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,8.35
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,24.16
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,31.15
