displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Equivalents ,CashEquivalents,11457.10,,,2025,Annual
Short Term Investments ,ShortTermInvestments,18748.76,,,2025,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,30205.86,,,2025,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,34720.30,,,2025,Annual
Total Receivables Net ,TotalReceivablesNet,35098.01,,,2025,Annual
Total Inventory ,TotalInventory,18722.26,,,2025,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,8865.51,,,2025,Annual
Total Current Assets ,TotalCurrentAssets,92891.64,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,371711.73,,,2025,Annual
Intangibles Net ,IntangiblesNet,584.13,,,2025,Annual
Long Term Investments ,LongTermInvestments,20332.03,,,2025,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,853.43,,,2025,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,37791.63,,,2025,Annual
Total Assets ,TotalAssets,524164.59,,,2025,Annual
Accounts Payable ,AccountsPayable,11159.96,,,2025,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,46860.43,,,2025,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,43052.77,,,2025,Annual
Total Current Liabilities ,TotalCurrentLiabilities,101073.16,,,2025,Annual
Long Term Debt ,LongTermDebt,201053.88,,,2025,Annual
Capital Lease Obligations ,CapitalLeaseObligations,2181.84,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,203235.72,,,2025,Annual
Total Debt ,TotalDebt,250096.15,,,2025,Annual
Deferred Income Tax ,DeferredIncomeTax,18998.88,,,2025,Annual
Minority Interest ,MinorityInterest,7051.52,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,9734.15,,,2025,Annual
Total Liabilities ,TotalLiabilities,340093.43,,,2025,Annual
Common Stock Total ,CommonStockTotal,9696.67,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),174374.49,,,2025,Annual
Total Equity ,TotalEquity,184071.16,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,524164.59,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,969.67,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,189.23,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
