tickerId,companyName,remarks,boardMeetDate,purpose
S0003057,Ntpc,,2025-05-24,Audited Results & Final Dividend
S0003057,Ntpc,,2025-01-25,Quarterly Results & Interim Dividend
S0003057,Ntpc,,2024-10-24,Quarterly Results & Interim Dividend
S0003057,Ntpc,,2024-07-27,Quarterly Results
S0003057,Ntpc,"Inter alia, to consider the  issue of secured/ unsecured, redeemable, taxable/tax-free, cumulative/noncumulative, non-convertible debentures (""Bonds/NCDs"") upto Rs.12,000 Crore.",2024-06-29,Others
S0003057,Ntpc,,2024-05-24,Audited Results & Final Dividend
S0003057,Ntpc,,2024-01-29,Quarterly Results & 2nd Interim Dividend
S0003057,Ntpc,,2023-10-28,Quarterly Results & Interim Dividend
S0003057,Ntpc,,2023-07-29,Quarterly Results
S0003057,Ntpc,,2023-05-19,Audited Results & Final Dividend
S0003057,Ntpc,,2023-01-28,Quarterly Results & Interim Dividend
S0003057,Ntpc,,2022-10-29,Quarterly Results
S0003057,Ntpc,,2022-07-29,Quarterly Results
S0003057,Ntpc,,2022-05-20,Audited Results & Final Dividend
S0003057,Ntpc,,2022-01-29,Quarterly Results & Interim Dividend
S0003057,Ntpc,,2021-10-28,Quarterly Results
S0003057,Ntpc,,2021-07-31,Quarterly Results
S0003057,Ntpc,,2021-06-19,Audited Results & Final Dividend
S0003057,Ntpc,,2021-02-04,Quarterly Results & Interim Dividend
