displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,514.52,,,2021,Annual
Cash Equivalents ,CashEquivalents,435.50,,,2021,Annual
Short Term Investments ,ShortTermInvestments,2236.36,,,2021,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,3186.38,,,2021,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,31593.80,,,2021,Annual
Total Receivables Net ,TotalReceivablesNet,35990.42,,,2021,Annual
Total Inventory ,TotalInventory,9809.60,,,2021,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,7752.28,,,2021,Annual
Total Current Assets ,TotalCurrentAssets,56738.68,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,272157.57,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-69983.28,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,299578.45,,,2021,Annual
Intangibles Net ,IntangiblesNet,749.00,,,2021,Annual
Total Utility Plant Net ,TotalUtilityPlantNet,423.76,,,2021,Annual
Long Term Investments ,LongTermInvestments,10089.26,,,2021,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,16247.72,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,15060.77,,,2021,Annual
Total Assets ,TotalAssets,398887.64,,,2021,Annual
Accounts Payable ,AccountsPayable,8726.28,,,2021,Annual
Accrued Expenses ,AccruedExpenses,4856.83,,,2021,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,15964.62,,,2021,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,12971.34,,,2021,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,28127.29,,,2021,Annual
Total Current Liabilities ,TotalCurrentLiabilities,70646.36,,,2021,Annual
Long Term Debt ,LongTermDebt,180536.21,,,2021,Annual
Capital Lease Obligations ,CapitalLeaseObligations,735.70,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,181271.91,,,2021,Annual
Total Debt ,TotalDebt,210207.87,,,2021,Annual
Deferred Income Tax ,DeferredIncomeTax,9887.82,,,2021,Annual
Minority Interest ,MinorityInterest,3523.71,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,7819.37,,,2021,Annual
Total Liabilities ,TotalLiabilities,273149.17,,,2021,Annual
Common Stock Total ,CommonStockTotal,9696.67,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),121098.38,,,2021,Annual
Other Equity Total ,OtherEquityTotal,-5056.58,,,2021,Annual
Total Equity ,TotalEquity,125738.47,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,398887.64,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,969.67,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,128.90,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
