displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,91817.02,,,2019,Annual
Other Revenue Total ,OtherRevenueTotal,8469.52,,,2019,Annual
Total Revenue ,TotalRevenue,100286.54,,,2019,Annual
Costof Revenue Total ,CostofRevenueTotal,60675.78,,,2019,Annual
Fuel Expense ,FuelExpense,576.25,,,2019,Annual
Operations Maintenance ,OperationsMaintenance,3340.33,,,2019,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,7718.04,,,2019,Annual
Depreciation/ Amortization ,Depreciation/Amortization,9535.60,,,2019,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,311.34,,,2019,Annual
Total Operating Expense ,TotalOperatingExpense,82157.34,,,2019,Annual
Operating Income ,OperatingIncome,18129.20,,,2019,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-4680.17,,,2019,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-171.56,,,2019,Annual
Other Net ,OtherNet,2048.40,,,2019,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,15325.87,,,2019,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,-2779.94,,,2019,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,18105.81,,,2019,Annual
Minority Interest ,MinorityInterest,-297.81,,,2019,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,17808.00,,,2019,Annual
Net Income ,NetIncome,17808.00,,,2019,Annual
Total Adjustmentsto Net Income ,TotalAdjustmentstoNetIncome,-40713.20,,,2019,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,13736.68,,,2019,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,13736.68,,,2019,Annual
Diluted Net Income ,DilutedNetIncome,13736.68,,,2019,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,989.46,,,2019,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,13.88,,,2019,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,5.48,,,2019,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,14.00,,,2019,Annual
period Length ,periodLength,12,,,2019,Annual
period Type ,periodType,Months,,,2019,Annual
