tickerId,companyName,remarks,dateOfAnnouncement,recordDate,agmDate,purpose
S0003057,Ntpc,,2024-08-06,,2024-08-29,AGM
S0003057,Ntpc,,2023-07-29,,2023-08-30,AGM
S0003057,Ntpc,,2022-07-30,,2022-08-30,AGM
S0003057,Ntpc,,2022-03-16,,2022-04-18,COM
