Date,50 DMA
2024-06-06,354.11
2024-06-07,354.36
2024-06-10,354.78
2024-06-11,355.27
2024-06-12,355.9
2024-06-13,356.45
2024-06-14,356.92
2024-06-18,357.42
2024-06-19,357.62
2024-06-20,357.62
2024-06-21,357.71
2024-06-24,357.91
2024-06-25,358.02
2024-06-26,358.3
2024-06-27,359.04
2024-06-28,359.79
2024-07-01,360.18
2024-07-02,360.58
2024-07-03,361.06
2024-07-04,361.52
2024-07-05,362.24
2024-07-08,362.84
2024-07-09,363.39
2024-07-10,364.1
2024-07-11,364.61
2024-07-12,365.1
2024-07-15,365.91
2024-07-16,366.48
2024-07-18,366.92
2024-07-19,366.83
2024-07-22,367.09
2024-07-23,367.69
2024-07-24,368.67
2024-07-25,369.59
2024-07-26,370.64
2024-07-29,371.55
2024-07-30,372.94
2024-07-31,374.63
2024-08-01,376.54
2024-08-02,378.24
2024-08-05,379.61
2024-08-06,381.0
2024-08-07,382.38
2024-08-08,383.37
2024-08-09,384.44
2024-08-12,385.09
2024-08-13,385.52
2024-08-14,385.95
2024-08-16,386.42
2024-08-19,387.08
2024-08-20,387.83
2024-08-21,388.66
2024-08-22,389.23
2024-08-23,389.73
2024-08-26,390.72
2024-08-27,391.46
2024-08-28,392.15
2024-08-29,392.84
2024-08-30,393.76
2024-09-02,394.4
2024-09-03,394.87
2024-09-04,395.27
2024-09-05,395.58
2024-09-06,395.55
2024-09-09,395.33
2024-09-10,395.37
2024-09-11,395.14
2024-09-12,395.52
2024-09-13,395.75
2024-09-16,396.36
2024-09-17,397.14
2024-09-18,397.8
2024-09-19,398.83
2024-09-20,399.81
2024-09-23,400.93
2024-09-24,402.0
2024-09-25,403.34
2024-09-26,404.56
2024-09-27,405.83
2024-09-30,407.3
2024-10-01,408.58
2024-10-03,409.63
2024-10-04,410.45
2024-10-07,410.64
2024-10-08,411.05
2024-10-09,411.34
2024-10-10,411.78
2024-10-11,412.2
2024-10-14,412.69
2024-10-15,413.23
2024-10-16,413.66
2024-10-17,413.82
2024-10-18,414.26
2024-10-21,414.68
2024-10-22,414.72
2024-10-23,414.47
2024-10-24,414.37
2024-10-25,413.76
2024-10-28,413.38
2024-10-29,413.33
2024-10-30,413.14
2024-10-31,412.94
2024-11-01,412.88
2024-11-04,412.41
2024-11-05,412.05
2024-11-06,411.93
2024-11-07,411.61
2024-11-08,411.06
2024-11-11,410.33
2024-11-12,409.16
2024-11-13,408.07
2024-11-14,406.67
2024-11-18,405.1
2024-11-19,403.6
2024-11-21,401.74
2024-11-22,400.31
2024-11-25,399.06
2024-11-26,397.59
2024-11-27,396.49
2024-11-28,395.13
2024-11-29,393.9
2024-12-02,392.5
2024-12-03,391.52
2024-12-04,390.78
2024-12-05,389.93
2024-12-06,389.13
2024-12-09,388.38
2024-12-10,387.62
2024-12-11,386.75
2024-12-12,385.53
2024-12-13,384.42
2024-12-16,383.18
2024-12-17,381.85
2024-12-18,380.27
2024-12-19,378.59
2024-12-20,376.81
2024-12-23,375.12
2024-12-24,373.56
2024-12-26,372.03
2024-12-27,370.58
2024-12-30,369.04
2024-12-31,367.64
2025-01-01,366.31
2025-01-02,365.2
2025-01-03,364.21
2025-01-06,362.77
2025-01-07,361.43
2025-01-08,360.01
2025-01-09,358.46
2025-01-10,356.49
2025-01-13,354.2
2025-01-14,352.49
2025-01-15,351.27
2025-01-16,350.26
2025-01-17,349.31
2025-01-20,348.79
2025-01-21,347.83
2025-01-22,346.83
2025-01-23,345.92
2025-01-24,345.05
2025-01-27,344.15
2025-01-28,343.14
2025-01-29,342.28
2025-01-30,341.52
2025-01-31,340.84
2025-02-01,339.93
2025-02-03,338.8
2025-02-04,338.03
2025-02-05,337.31
2025-02-06,336.35
2025-02-07,335.59
2025-02-10,334.6
2025-02-11,333.47
2025-02-12,332.4
2025-02-13,331.39
2025-02-14,330.17
2025-02-17,329.08
2025-02-18,328.38
2025-02-19,327.85
2025-02-20,327.74
2025-02-21,327.68
2025-02-24,327.39
2025-02-25,327.05
2025-02-27,326.6
2025-02-28,326.01
2025-03-03,325.55
2025-03-04,325.09
2025-03-05,325.13
2025-03-06,325.63
2025-03-07,325.79
2025-03-10,325.93
2025-03-11,326.1
2025-03-12,326.26
2025-03-13,326.48
2025-03-17,326.68
2025-03-18,327.1
2025-03-19,327.66
2025-03-20,328.21
2025-03-21,329.12
2025-03-24,330.6
2025-03-25,332.03
2025-03-26,332.91
2025-03-27,334.0
2025-03-28,334.93
2025-04-01,335.6
2025-04-02,336.23
2025-04-03,337.12
2025-04-04,337.64
2025-04-07,338.12
2025-04-08,338.7
2025-04-09,339.12
2025-04-11,339.94
2025-04-15,340.83
2025-04-16,341.55
2025-04-17,342.43
2025-04-21,343.3
2025-04-22,343.96
2025-04-23,344.74
2025-04-24,345.47
2025-04-25,345.9
2025-04-28,346.51
2025-04-29,346.92
2025-04-30,347.22
2025-05-02,347.27
2025-05-05,347.32
2025-05-06,347.1
2025-05-07,346.9
2025-05-08,346.63
2025-05-09,346.17
2025-05-12,346.26
2025-05-13,346.07
2025-05-14,345.78
2025-05-15,345.63
2025-05-16,345.53
2025-05-19,345.51
2025-05-20,345.4
2025-05-21,345.43
2025-05-22,345.27
2025-05-23,345.25
2025-05-26,345.18
2025-05-27,344.92
2025-05-28,344.73
2025-05-29,344.52
2025-05-30,344.1
2025-06-02,343.65
2025-06-03,343.04
2025-06-04,342.5
2025-06-05,341.96
2025-06-06,341.6
