displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,2512.80,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,197.85,,,2021,Annual
Non- Cash Items ,Non-CashItems,-170.62,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-664.51,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,1875.52,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-240.51,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,676.13,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,435.62,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-88.34,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-2823.75,,,2021,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,103.15,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,566.44,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-2242.50,,,2021,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,-2.44,,,2021,Annual
Net Changein Cash ,NetChangeinCash,66.20,,,2021,Annual
Cash Interest Paid ,CashInterestPaid,102.34,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,632.81,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
