tickerId,companyName,remarks,boardMeetDate,purpose
S0003082,Britannia Industries,,2025-05-08,Audited Results & Final Dividend
S0003082,Britannia Industries,,2025-02-06,Quarterly Results
S0003082,Britannia Industries,,2024-11-11,Quarterly Results
S0003082,Britannia Industries,,2024-08-02,Quarterly Results
S0003082,Britannia Industries,,2024-05-03,Audited Results & Final Dividend
S0003082,Britannia Industries,,2024-02-06,Quarterly Results
S0003082,Britannia Industries,,2023-11-03,Quarterly Results
S0003082,Britannia Industries,(Revised),2023-11-01,Quarterly Results
S0003082,Britannia Industries,,2023-08-04,Quarterly Results
S0003082,Britannia Industries,,2023-05-05,Audited Results
S0003082,Britannia Industries,,2023-04-04,Interim Dividend
S0003082,Britannia Industries,,2023-02-01,Quarterly Results
S0003082,Britannia Industries,,2022-11-04,Quarterly Results
S0003082,Britannia Industries,,2022-08-04,Quarterly Results
S0003082,Britannia Industries,,2022-05-02,Audited Results & Dividend
S0003082,Britannia Industries,,2022-01-28,Quarterly Results
S0003082,Britannia Industries,,2021-11-08,Quarterly Results
S0003082,Britannia Industries,,2021-07-30,Quarterly Results
S0003082,Britannia Industries,"Inter alia, to  approve the allotment of unsecured, non-convertible, redeemable, fully paid up debentures having a face value of Rs. 29 each and payment of dividend of Rs. 12.50/-.",2021-06-03,Others
S0003082,Britannia Industries,,2021-04-27,Audited & Quarterly Results
S0003082,Britannia Industries,,2021-04-02,Interim Dividend
S0003082,Britannia Industries,,2021-02-05,Quarterly Results
