displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,29265.70
Revenue - trailing 12 month,revenueTrailing12Month),179426.70
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,21787.30
EBITD - trailing 12 month,eBITDTrailing12Month,31871.50
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,21787.30
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,91.21
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,179426.70
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,21971.78
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,29265.70
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,29513.60
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,31871.50
