Date,Volume,Delivery (%)
2024-06-06,642272,39.0
2024-06-07,232471,45.0
2024-06-10,314227,48.0
2024-06-11,483283,54.0
2024-06-12,284745,43.0
2024-06-13,448169,51.0
2024-06-14,155008,50.0
2024-06-18,158193,56.0
2024-06-19,138580,50.0
2024-06-20,298366,53.0
2024-06-21,249261,60.0
2024-06-24,467880,76.0
2024-06-25,167960,41.0
2024-06-26,230392,61.0
2024-06-27,367985,
2024-06-28,219090,55.0
2024-07-01,230842,65.0
2024-07-02,165909,58.0
2024-07-03,218052,44.0
2024-07-04,143096,50.0
2024-07-05,178110,35.0
2024-07-08,181398,41.0
2024-07-09,403555,40.0
2024-07-10,549445,37.0
2024-07-11,376670,57.0
2024-07-12,226838,60.0
2024-07-15,148051,40.0
2024-07-16,166096,42.0
2024-07-18,546794,59.0
2024-07-19,462228,41.0
2024-07-22,370610,69.0
2024-07-23,344080,42.0
2024-07-24,242065,45.0
2024-07-25,308457,60.0
2024-07-26,150547,55.0
2024-07-29,130987,59.0
2024-07-30,198274,42.0
2024-07-31,275335,62.0
2024-08-01,315032,52.0
2024-08-02,416933,38.0
2024-08-05,1156670,21.0
2024-08-06,763998,34.0
2024-08-07,326290,47.0
2024-08-08,280186,48.0
2024-08-09,233359,68.0
2024-08-12,628422,75.0
2024-08-13,240775,53.0
2024-08-14,166601,49.0
2024-08-16,149140,50.0
2024-08-19,105913,50.0
2024-08-20,190622,70.0
2024-08-21,173670,57.0
2024-08-22,162263,68.0
2024-08-23,125611,56.0
2024-08-26,313981,69.0
2024-08-27,182469,49.0
2024-08-28,166074,53.0
2024-08-29,360154,33.0
2024-08-30,525477,56.0
2024-09-02,317409,62.0
2024-09-03,262574,56.0
2024-09-04,223982,63.0
2024-09-05,173178,46.0
2024-09-06,216918,50.0
2024-09-09,345550,49.0
2024-09-10,347944,53.0
2024-09-11,452634,48.0
2024-09-12,553148,55.0
2024-09-13,278734,61.0
2024-09-16,362574,29.0
2024-09-17,549117,33.0
2024-09-18,223157,48.0
2024-09-19,369039,43.0
2024-09-20,669629,64.0
2024-09-23,316826,65.0
2024-09-24,237029,47.0
2024-09-25,360460,58.0
2024-09-26,331376,50.0
2024-09-27,405395,64.0
2024-09-30,450517,60.0
2024-10-01,430012,63.0
2024-10-03,506690,52.0
2024-10-04,403279,61.0
2024-10-07,430341,72.0
2024-10-08,710847,69.0
2024-10-09,559651,64.0
2024-10-10,291088,35.0
2024-10-11,96745,37.0
2024-10-14,223770,39.0
2024-10-15,449047,68.0
2024-10-16,281051,62.0
2024-10-17,189751,50.0
2024-10-18,358202,60.0
2024-10-21,307039,61.0
2024-10-22,322713,65.0
2024-10-23,125942,46.0
2024-10-24,272797,50.0
2024-10-25,181127,40.0
2024-10-28,134342,44.0
2024-10-29,208559,60.0
2024-10-30,221947,51.0
2024-10-31,210016,59.0
2024-11-01,33896,29.0
2024-11-04,255873,59.0
2024-11-05,188160,56.0
2024-11-06,236668,52.0
2024-11-07,288072,46.0
2024-11-08,320048,47.0
2024-11-11,836627,29.0
2024-11-12,2503144,35.0
2024-11-13,957666,35.0
2024-11-14,497815,36.0
2024-11-18,446014,43.0
2024-11-19,445600,56.0
2024-11-21,1053397,62.0
2024-11-22,423912,61.0
2024-11-25,728963,67.0
2024-11-26,325331,47.0
2024-11-27,263191,46.0
2024-11-28,326477,48.0
2024-11-29,218018,57.0
2024-12-02,320998,58.0
2024-12-03,292583,63.0
2024-12-04,396569,56.0
2024-12-05,533114,48.0
2024-12-06,255800,63.0
2024-12-09,483170,57.0
2024-12-10,270383,61.0
2024-12-11,376898,39.0
2024-12-12,417111,47.0
2024-12-13,298890,43.0
2024-12-16,216245,48.0
2024-12-17,338239,56.0
2024-12-18,232314,50.0
2024-12-19,256173,43.0
2024-12-20,390722,67.0
2024-12-23,340118,64.0
2024-12-24,233370,56.0
2024-12-26,403163,61.0
2024-12-27,136479,51.0
2024-12-30,274330,64.0
2024-12-31,257521,57.0
2025-01-01,91429,42.0
2025-01-02,406248,57.0
2025-01-03,351517,61.0
2025-01-06,635163,68.0
2025-01-07,465652,59.0
2025-01-08,378434,63.0
2025-01-09,905225,52.0
2025-01-10,309516,59.0
2025-01-13,455754,50.0
2025-01-14,297202,61.0
2025-01-15,252049,55.0
2025-01-16,459825,49.0
2025-01-17,498225,69.0
2025-01-20,160511,46.0
2025-01-21,394347,62.0
2025-01-22,470321,63.0
2025-01-23,365636,46.0
2025-01-24,515387,50.0
2025-01-27,950143,41.0
2025-01-28,476292,46.0
2025-01-29,301882,52.0
2025-01-30,360601,47.0
2025-01-31,324818,56.0
2025-02-01,653606,44.0
2025-02-03,525754,49.0
2025-02-04,446274,63.0
2025-02-05,406240,51.0
2025-02-06,473279,38.0
2025-02-07,746527,32.0
2025-02-10,647138,27.0
2025-02-11,287965,50.0
2025-02-12,342123,58.0
2025-02-13,369287,57.0
2025-02-14,496587,61.0
2025-02-17,285935,57.0
2025-02-18,328928,68.0
2025-02-19,222127,56.0
2025-02-20,322299,65.0
2025-02-21,338640,66.0
2025-02-24,262359,58.0
2025-02-25,481364,66.0
2025-02-27,389456,65.0
2025-02-28,692193,59.0
2025-03-03,421313,53.0
2025-03-04,325968,63.0
2025-03-05,356263,68.0
2025-03-06,470137,33.0
2025-03-07,207092,51.0
2025-03-10,294768,55.0
2025-03-11,150325,29.0
2025-03-12,227691,68.0
2025-03-13,289300,48.0
2025-03-17,326422,47.0
2025-03-18,246237,47.0
2025-03-19,486924,59.0
2025-03-20,272048,55.0
2025-03-21,311804,63.0
2025-03-24,182145,46.0
2025-03-25,431825,55.0
2025-03-26,461258,60.0
2025-03-27,6767391,79.0
2025-03-28,423142,41.0
2025-04-01,563759,72.0
2025-04-02,463590,61.0
2025-04-03,348480,71.0
2025-04-04,733695,68.0
2025-04-07,865496,63.0
2025-04-08,315314,53.0
2025-04-09,564744,49.0
2025-04-11,309780,59.0
2025-04-15,460621,61.0
2025-04-16,218447,57.0
2025-04-17,188990,62.0
2025-04-21,204126,54.0
2025-04-22,289630,64.0
2025-04-23,269883,60.0
2025-04-24,344426,45.0
2025-04-25,252328,60.0
2025-04-28,110238,52.0
2025-04-29,303117,44.0
2025-04-30,290222,64.0
2025-05-02,327213,63.0
2025-05-05,98749,47.0
2025-05-06,179776,49.0
2025-05-07,170904,61.0
2025-05-08,270256,39.0
2025-05-09,515414,56.0
2025-05-12,198111,34.0
2025-05-13,381172,58.0
2025-05-14,399042,60.0
2025-05-15,490409,73.0
2025-05-16,157796,
2025-05-19,153089,59.0
2025-05-20,278994,68.0
2025-05-21,170735,57.0
2025-05-22,213684,64.0
2025-05-23,101418,59.0
2025-05-26,143325,62.0
2025-05-27,168139,65.0
2025-05-28,323996,70.0
2025-05-29,202616,65.0
2025-05-30,408250,75.0
2025-06-02,640850,56.0
2025-06-03,170196,57.0
