displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,3027.36,,,2023,Annual
Depreciation/ Depletion ,Depreciation/Depletion,225.91,,,2023,Annual
Non- Cash Items ,Non-CashItems,-406.97,,,2023,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-320.09,,,2023,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,2526.21,,,2023,Annual
Capital Expenditures ,CapitalExpenditures,-711.46,,,2023,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-805.60,,,2023,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-1517.06,,,2023,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-187.28,,,2023,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-1359.24,,,2023,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,518.15,,,2023,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-1028.37,,,2023,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,10.06,,,2023,Annual
Net Changein Cash ,NetChangeinCash,-9.16,,,2023,Annual
Cash Interest Paid ,CashInterestPaid,196.29,,,2023,Annual
Cash Taxes Paid ,CashTaxesPaid,725.75,,,2023,Annual
period Length ,periodLength,12,,,2023,Annual
period Type ,periodType,Months,,,2023,Annual
