displayName,key,value
Return on average equity - 5 year average,returnOnAverageEquity5YearAverage,55.84
Net Income/employee - trailing 12 month,netIncomePerEmployeeTrailing12Month,
Revenue/employee - most recent fiscal year,revenuePerEmployeeMostRecentFiscalYear,
Return on investment - most recent fiscal year,returnOnInvestmentMostRecentFiscalYear,42.87
Return on average assets - most recent fiscal year,returnOnAverageAssetsMostRecenFiscalYear,24.32
Receivables turnover - most recent fiscal year,receivablesTurnoverMostRecentFiscalYear,39.19
Return on investment - trailing 12 month,returnOnInvestmentTrailing12Month,42.87
Return on average assets - trailing 12 month,returnOnAverageAssetsTrailing12Month,24.32
Inventory turnover - most recent fiscal year,inventoryTurnoverMostRecentFiscalYear,8.69
Inventory turnover - trailing 12 month,inventoryTurnoverTrailing12Month),8.69
Revenue/employee - trailing 12 month,revenuePerEmployeeTrailing12Month,
Return on average assets - 5 year average,returnOnAverageAssets5YearAverage,23.63
Net Income/employee - most recent fiscal year,netIncomePerEmployeeMostRecentFiscalYear,
Return on average equity - trailing 12 month,returnOnAverageEquityTrailing12Month,52.52
Receivables turnover - trailing 12 month,receivablesTurnoverTrailing12Month,39.19
Asset turnover - most recent fiscal year,assetTurnoverMostRecentFiscalYear,2.00
Asset turnover - trailing 12 month,assetTurnoverTrailing12Month,2.00
Return on average equity - most recent fiscal year,returnOnAverageEquityMostRecentFiscalYear),52.52
Return on investment - 5 year average,returnOnInvestment5YearAverage,43.31
