displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,15.88
Gross Margin - 5 year average,grossMargin5YearAverage,40.91
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),15.88
Operating Margin - 5 year average,operatingMargin5YearAverage,16.61
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,12.14
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,40.90
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,12.14
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,12.77
Pretax Margin - 5 year average,pretaxMargin5YearAverage,17.20
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,1.89
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,16.31
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,16.31
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,-2.37
Gross Margin - trailing 12 month,grossMarginTrailing12Month,40.90
