displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,14136.26,,,2022,Annual
Total Revenue ,TotalRevenue,14136.26,,,2022,Annual
Costof Revenue Total ,CostofRevenueTotal,8800.29,,,2022,Annual
Gross Profit ,GrossProfit,5335.97,,,2022,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,2700.04,,,2022,Annual
Depreciation/ Amortization ,Depreciation/Amortization,200.28,,,2022,Annual
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,0.26,,,2022,Annual
Unusual Expense( Income) ,UnusualExpense(Income),0.98,,,2022,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,434.42,,,2022,Annual
Total Operating Expense ,TotalOperatingExpense,12136.27,,,2022,Annual
Operating Income ,OperatingIncome,1999.99,,,2022,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,74.91,,,2022,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,0.95,,,2022,Annual
Other Net ,OtherNet,2.48,,,2022,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,2078.33,,,2022,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,562.35,,,2022,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,1515.98,,,2022,Annual
Minority Interest ,MinorityInterest,8.84,,,2022,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1524.82,,,2022,Annual
Net Income ,NetIncome,1524.82,,,2022,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1524.82,,,2022,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1524.82,,,2022,Annual
Diluted Net Income ,DilutedNetIncome,1524.82,,,2022,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,24.09,,,2022,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,63.31,,,2022,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,56.50,,,2022,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,63.31,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
