fund_name,latest_nav,percentage_change,asset_size,1_month_return,3_month_return,6_month_return,1_year_return,3_year_return,5_year_return,star_rating
ICICI Prudential Retirement Fund Pure Equity Plan Regular Growth,31.67,1.02,1128.6,6.6,17.9,1.03,16.28,24.39,29.28,
HDFC Retirement Savings Fund - Equity Plan - Regular Plan,50.18,0.31,6244.0,2.65,12.98,-0.62,12.83,21.41,27.89,
ICICI Prudential Retirement Fund Hybrid Aggressive Plan Regular Growth,25.19,0.76,789.64,4.78,13.95,0.2,12.31,20.72,21.84,
Nippon India Retirement Fund - Wealth Creation Scheme - Regular Growth,28.33,0.58,3118.53,3.06,12.16,-4.83,12.35,19.78,23.38,2.0
Tata Retirement Savings Progressive Fund Growth,65.97,0.88,1978.1,6.68,16.37,-2.22,15.9,18.24,19.15,4.0
