fund_name,latest_nav,percentage_change,asset_size,1_month_return,3_month_return,6_month_return,1_year_return,3_year_return,5_year_return,star_rating
Parag Parikh Conservative Hybrid Fund Regular Growth,15.08,0.14,2550.29,1.29,4.99,5.02,11.7,12.21,,5
HDFC Hybrid Debt Fund Growth,82.53,0.12,3363.81,0.84,5.97,3.44,10.12,11.81,12.75,4
Kotak Debt Hybrid Growth,58.7,0.08,3075.09,1.21,6.51,2.57,10.74,11.72,12.22,5
HSBC Conservative Hybrid Fund Growth,61.77,0.33,143.48,2.61,7.95,2.73,11.83,11.34,9.93,3
UTI Conservative Hybrid Fund Regluar Plan Growth,69.45,0.11,1665.56,1.3,6.07,3.32,12.07,11.03,12.06,4
