fund_name,latest_nav,percentage_change,asset_size,1_month_return,3_month_return,6_month_return,1_year_return,3_year_return,5_year_return,star_rating
Nippon India Multi Cap Fund - Growth,297.06,0.44,40261.14,7.21,17.4,-0.64,14.59,27.1,33.28,3
Kotak Multicap Fund Regular Growth,18.53,0.09,16786.98,5.37,16.25,-4.84,13.14,26.44,,4
HDFC Multi Cap Fund Regular Growth,18.64,0.41,16625.28,5.26,15.91,-2.69,12.77,24.84,,4
Axis Multicap Fund Regular Growth,17.62,0.86,7235.36,6.01,13.66,-2.94,18.52,24.51,,4
ICICI Prudential Multicap Fund Growth,786.79,0.28,14504.64,3.62,14.11,-1.26,14.98,23.51,26.58,3
