fund_name,latest_nav,percentage_change,asset_size,1_month_return,3_month_return,6_month_return,1_year_return,3_year_return,5_year_return,star_rating
Motilal Oswal Large and Midcap Fund Regular Growth,33.62,0.87,9176.39,12.74,25.09,-1.91,27.93,31.14,30.75,4
Bandhan Core Equity Fund - Growth,131.53,0.67,8408.32,4.81,14.39,-1.33,16.42,26.59,28.9,4
Invesco India Large&MidCap Fund Growth,97.86,1.22,6765.05,7.14,17.95,-0.08,24.56,26.28,25.77,4
UTI Large & Mid Cap Fund Regular Plan Growth,175.93,0.42,4349.32,3.77,13.49,-2.37,16.35,24.05,28.27,3
ICICI Prudential Large & Mid Cap Fund Growth,988.57,0.13,20352.47,3.27,13.52,3.37,17.16,23.77,29.21,4
