symbol,name,status,is_sme,additional_text,min_price,max_price,issue_price,listing_gains,listing_price,bidding_start_date,bidding_end_date,listing_date,lot_size,document_url
GANGABATH,Ganga Bath Fittings,closed,True,Listing on 11 Jun at 10 AM,46.0,49.0,,,,2025-06-04,,2025-06-11,,https://gangabathfittings.com/wp-content/uploads/2025/05/FINAL-RHP-GANGA-BATH-FITTINGS-LIMITED-29052025.pdf
