fund_name,latest_nav,percentage_change,asset_size,1_month_return,3_month_return,6_month_return,1_year_return,3_year_return,5_year_return,star_rating
Aditya Birla Sun Life Dynamic Bond Fund Regular Plan Growth,46.82,-0.04,1836.65,0.98,5.21,5.84,11.5,9.4,7.83,4
Aditya Birla Sun Life Dynamic Bond Discipline Advantage Plan,32.38,-0.04,1836.65,0.98,5.21,5.84,11.5,9.39,7.83,4
Nippon India Dynamic Bond Fund - Growth,37.7,-0.07,4444.67,1.43,4.83,6.3,11.61,8.94,6.22,3
Quantum Dynamic Bond Fund - Regular Plan Growth Option,21.71,0.0,135.32,0.84,5.59,5.68,10.87,8.84,6.67,3
ICICI Prudential All Seasons Bond Fund Growth,37.08,0.0,14635.15,0.81,3.91,5.2,10.19,8.64,7.06,4
