fund_name,latest_nav,percentage_change,asset_size,1_month_return,3_month_return,6_month_return,1_year_return,3_year_return,5_year_return,star_rating
Bank of India Overnight Fund Regular Growth,1305.94,0.02,46.1,0.49,1.54,3.17,6.58,6.48,5.18,
Axis Overnight Fund Regular Growth,1360.9,0.02,9112.66,0.48,1.52,3.15,6.5,6.41,5.11,
UTI Overnight Fund Regular Plan Growth,3494.14,0.02,3731.06,0.48,1.5,3.11,6.45,6.37,5.08,3.0
Invesco India Overnight Fund Regular Growth,1299.72,0.02,326.53,0.48,1.49,3.1,6.44,6.36,5.07,
DSP Overnight Fund Regular Growth,1374.98,0.02,1248.23,0.48,1.5,3.1,6.42,6.36,5.07,
