fund_name,latest_nav,percentage_change,asset_size,1_month_return,3_month_return,6_month_return,1_year_return,3_year_return,5_year_return,star_rating
Motilal Oswal Midcap Regular Growth,100.44,0.53,27780.18,5.8,12.44,-9.66,23.36,31.78,36.88,5
HDFC Mid-Cap Opportunities Fund Growth,190.15,0.37,74909.76,6.85,16.78,-1.29,18.07,29.54,33.44,4
Invesco India Mid Cap Fund Growth,173.27,1.19,10601.94,8.95,20.01,-0.49,27.99,28.79,30.34,4
Edelweiss Mid Cap Fund Growth,99.72,0.82,9241.96,7.16,18.6,-2.57,23.52,28.43,33.59,4
Nippon India Growth Fund - Growth,4100.71,0.63,34690.03,6.93,18.18,-1.66,19.73,28.33,33.6,4
