fund_name,latest_nav,percentage_change,asset_size,1_month_return,3_month_return,6_month_return,1_year_return,3_year_return,5_year_return,star_rating
Axis Nifty Midcap 50 Index Fund Regular Growth,19.31,0.62,423.69,6.73,19.0,-0.38,16.97,27.21,,
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund Regular Growth,21.03,0.95,212.27,10.31,22.13,-5.54,19.35,26.91,,
Axis Nifty Smallcap 50 Index Fund Regular Growth,18.3,0.96,447.25,10.31,21.66,-5.81,18.65,26.56,,
Aditya Birla Sun Life Nifty Midcap 150 Index Fund Regular Growth,23.58,0.66,330.88,8.04,19.55,-1.08,14.86,26.1,,
Nippon India Nifty Midcap 150 Index Fund Regular Growth,24.19,0.66,1613.69,8.04,19.54,-0.97,15.0,26.1,,
