fund_name,latest_nav,percentage_change,asset_size,1_month_return,3_month_return,6_month_return,1_year_return,3_year_return,5_year_return,star_rating
Aditya Birla Sun Life Liquid Discipline Advantage Plan Growth,283.33,0.02,53911.73,0.6,1.93,3.73,7.48,7.13,5.59,3.0
Franklin India Liquid Unclaimed Dividend Plan Growth,16.65,0.02,3378.11,0.56,1.88,3.65,7.37,7.0,5.55,
Bandhan Liquid Fund Unclaimed Redemption Less than Three Years,1.69,0.02,13495.68,0.56,1.83,3.59,7.3,7.0,5.54,
Franklin India Liquid Unclaimed Redemption Plan Growth,16.65,0.02,3378.11,0.56,1.88,3.65,7.37,7.0,5.55,
Bandhan Liquid Fund Unclaimed Dividend Less than Three Years,1.69,0.02,13495.68,0.56,1.83,3.59,7.3,7.0,5.54,
