fund_name,latest_nav,percentage_change,asset_size,1_month_return,3_month_return,6_month_return,1_year_return,3_year_return,5_year_return,star_rating
Aditya Birla Sun Life Medium Term Plan Regular Plan Growth,39.92,0.07,2337.51,1.22,3.95,7.48,15.1,14.94,13.57,5
Axis Strategic Bond Fund Growth,28.07,0.03,1930.4,1.02,3.86,5.27,10.29,8.28,7.31,4
ICICI Prudential Medium Term Bond Fund Growth,44.9,0.1,5732.06,1.07,3.64,5.22,10.01,8.13,7.47,4
SBI Magnum Medium Duration Fund Regular Growth,51.36,0.06,6604.66,0.94,3.72,5.07,9.9,8.08,6.86,4
HSBC Medium Duration Fund Regular Growth,20.51,0.04,649.17,1.08,4.0,5.45,10.13,8.06,7.29,3
