fund_name,latest_nav,percentage_change,asset_size,1_month_return,3_month_return,6_month_return,1_year_return,3_year_return,5_year_return,star_rating
Nippon India Nivesh Lakshya Fund - Regular Plan - Growth,18.22,0.09,9762.1,0.56,5.29,5.7,12.08,10.46,6.42,
ICICI Prudential Long Term Bond Fund Growth,91.18,0.03,1163.87,0.53,5.26,5.9,11.87,9.29,5.63,
BHARAT Bond FOF April 2031 Regular Growth,10.83,0.38,3207.75,0.85,2.01,1.75,2.48,,,
BHARAT Bond ETF FOF - April 2032 Regular Growth,10.14,-0.03,2162.57,0.85,1.51,1.57,,,,
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund Regular Growth,10.07,0.14,340.84,-0.34,1.14,0.66,,,,
