fund_name,latest_nav,percentage_change,asset_size,1_month_return,3_month_return,6_month_return,1_year_return,3_year_return,5_year_return,star_rating
Aditya BSL Fixed Term Plan Series TQ Regular Growth,12.37,0.04,219.06,1.07,3.12,4.84,9.54,8.26,,
Aditya Birla Sun Life Interval Income Fund Quarterly Series I Growth,33.78,0.01,28.9,0.49,1.53,3.23,6.83,6.94,5.72,
Nippon India Interval Fund-Quarterly Interval Fund-Series-II- Growth,35.86,0.02,31.43,0.56,1.57,3.23,6.79,6.89,5.45,
Aditya Birla Sun Life CRISIL IBX Gilt April 2029 Index Fund Regular Growth,10.05,0.19,0.0,0.0,0.0,0.0,,,,
