displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,22.05
Gross Margin - 5 year average,grossMargin5YearAverage,48.38
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),22.05
Operating Margin - 5 year average,operatingMargin5YearAverage,21.67
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,16.91
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,48.85
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,16.91
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,16.83
Pretax Margin - 5 year average,pretaxMargin5YearAverage,22.51
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,-2.95
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,22.84
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,22.84
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,-0.06
Gross Margin - trailing 12 month,grossMarginTrailing12Month,51.56
