tickerId,companyName,remarks,boardMeetDate,purpose
S0003053,Hindustan Unilever,,2025-04-24,Audited Results & Final Dividend
S0003053,Hindustan Unilever,,2025-01-22,Quarterly Results
S0003053,Hindustan Unilever,,2024-10-23,Quarterly Results & Interim Dividend
S0003053,Hindustan Unilever,,2024-07-23,Quarterly Results
S0003053,Hindustan Unilever,,2024-04-24,Audited Results & Final Dividend
S0003053,Hindustan Unilever,,2024-01-19,Quarterly Results
S0003053,Hindustan Unilever,,2023-10-19,Quarterly Results & Interim Dividend
S0003053,Hindustan Unilever,,2023-07-20,Quarterly Results
S0003053,Hindustan Unilever,,2023-04-27,Audited Results & Final Dividend
S0003053,Hindustan Unilever,,2023-01-19,Quarterly Results
S0003053,Hindustan Unilever,,2022-10-21,Quarterly Results & Interim Dividend
S0003053,Hindustan Unilever,,2022-07-19,Quarterly Results
S0003053,Hindustan Unilever,,2022-04-27,Audited Results & Final Dividend
S0003053,Hindustan Unilever,,2022-01-20,Quarterly Results
S0003053,Hindustan Unilever,,2021-10-19,Quarterly Results & Interim Dividend
S0003053,Hindustan Unilever,,2021-07-22,Quarterly Results
S0003053,Hindustan Unilever,,2021-04-29,Audited Results & Final Dividend
S0003053,Hindustan Unilever,,2021-01-27,Quarterly Results
