displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,232610.00
Revenue - trailing 12 month,revenueTrailing12Month),1170550.00
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,173900.00
EBITD - trailing 12 month,eBITDTrailing12Month,255040.00
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,173900.00
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,64.11
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,1170550.00
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,173900.00
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,232610.00
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,232610.00
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,255040.00
