Date,Volume,Delivery (%)
2024-06-06,6030893,55.0
2024-06-07,6385134,48.0
2024-06-10,4049354,57.0
2024-06-11,2300693,66.0
2024-06-12,6193087,51.0
2024-06-13,4279494,73.0
2024-06-14,3171470,56.0
2024-06-18,2259544,65.0
2024-06-19,3262490,69.0
2024-06-20,3283879,60.0
2024-06-21,6871988,48.0
2024-06-24,2114547,63.0
2024-06-25,2156047,60.0
2024-06-26,2036033,64.0
2024-06-27,6756234,
2024-06-28,5475860,56.0
2024-07-01,3853404,62.0
2024-07-02,3862891,61.0
2024-07-03,2146267,61.0
2024-07-04,6950503,53.0
2024-07-05,3393607,55.0
2024-07-08,2980344,66.0
2024-07-09,2708025,54.0
2024-07-10,3544369,63.0
2024-07-11,3393968,61.0
2024-07-12,6861059,51.0
2024-07-15,10737735,38.0
2024-07-16,3615985,55.0
2024-07-18,4620474,61.0
2024-07-19,5787761,61.0
2024-07-22,2992482,70.0
2024-07-23,3060691,59.0
2024-07-24,2540249,64.0
2024-07-25,3021158,64.0
2024-07-26,3230612,53.0
2024-07-29,1671151,65.0
2024-07-30,1801216,69.0
2024-07-31,2040698,63.0
2024-08-01,1814895,62.0
2024-08-02,1882303,49.0
2024-08-05,3507091,63.0
2024-08-06,2223647,49.0
2024-08-07,1963632,60.0
2024-08-08,2484604,57.0
2024-08-09,2166976,52.0
2024-08-12,1384946,59.0
2024-08-13,2064880,59.0
2024-08-14,4054846,65.0
2024-08-16,3197923,48.0
2024-08-19,1711479,61.0
2024-08-20,2832141,76.0
2024-08-21,1428668,71.0
2024-08-22,1778527,68.0
2024-08-23,2269194,67.0
2024-08-26,2819877,48.0
2024-08-27,3721658,34.0
2024-08-28,2557290,53.0
2024-08-29,5185306,53.0
2024-08-30,4919014,62.0
2024-09-02,4546360,53.0
2024-09-03,2624182,52.0
2024-09-04,2679576,71.0
2024-09-05,2911138,68.0
2024-09-06,3444764,50.0
2024-09-09,1443072,60.0
2024-09-10,2337163,60.0
2024-09-11,2355213,61.0
2024-09-12,3439232,50.0
2024-09-13,1637323,50.0
2024-09-16,876410,57.0
2024-09-17,888295,54.0
2024-09-18,2699200,54.0
2024-09-19,4215977,47.0
2024-09-20,4964975,44.0
2024-09-23,1571619,52.0
2024-09-24,1938639,58.0
2024-09-25,2361717,62.0
2024-09-26,4404511,62.0
2024-09-27,4262322,62.0
2024-09-30,2297643,62.0
2024-10-01,1743999,59.0
2024-10-03,3609505,68.0
2024-10-04,3133860,42.0
2024-10-07,3481376,70.0
2024-10-08,2371707,64.0
2024-10-09,2599033,63.0
2024-10-10,3829092,55.0
2024-10-11,3108539,39.0
2024-10-14,1796773,53.0
2024-10-15,5904386,44.0
2024-10-16,2175000,61.0
2024-10-17,2440265,57.0
2024-10-18,2407806,59.0
2024-10-21,1320623,52.0
2024-10-22,2113668,65.0
2024-10-23,2660483,65.0
2024-10-24,1663500,64.0
2024-10-25,4173176,64.0
2024-10-28,2463755,66.0
2024-10-29,1815238,65.0
2024-10-30,1766898,66.0
2024-10-31,3779666,53.0
2024-11-01,262973,41.0
2024-11-04,2962572,52.0
2024-11-05,1898609,61.0
2024-11-06,3659868,46.0
2024-11-07,2239748,59.0
2024-11-08,1594219,62.0
2024-11-11,1734951,57.0
2024-11-12,2760802,67.0
2024-11-13,1277334,62.0
2024-11-14,2503367,55.0
2024-11-18,2540395,66.0
2024-11-19,2410914,65.0
2024-11-21,1861330,52.0
2024-11-22,2848223,54.0
2024-11-25,6693832,71.0
2024-11-26,2159825,63.0
2024-11-27,1658778,59.0
2024-11-28,3708169,66.0
2024-11-29,2603818,69.0
2024-12-02,2065682,64.0
2024-12-03,3035307,77.0
2024-12-04,3852520,67.0
2024-12-05,3981479,57.0
2024-12-06,2399553,66.0
2024-12-09,1410880,66.0
2024-12-10,2835843,71.0
2024-12-11,1435732,63.0
2024-12-12,2367161,54.0
2024-12-13,2667526,53.0
2024-12-16,1417584,64.0
2024-12-17,2004342,62.0
2024-12-18,3607558,78.0
2024-12-19,1935430,58.0
2024-12-20,3835708,55.0
2024-12-23,2137525,63.0
2024-12-24,1333841,64.0
2024-12-26,1087812,52.0
2024-12-27,1380269,62.0
2024-12-30,6313866,77.0
2024-12-31,1999174,61.0
2025-01-01,938700,51.0
2025-01-02,3614635,66.0
2025-01-03,3017465,63.0
2025-01-06,1851655,59.0
2025-01-07,2535149,60.0
2025-01-08,2438938,62.0
2025-01-09,2788650,63.0
2025-01-10,4936047,55.0
2025-01-13,5817807,65.0
2025-01-14,16176064,55.0
2025-01-15,3422178,58.0
2025-01-16,5457403,69.0
2025-01-17,2451635,53.0
2025-01-20,3451494,68.0
2025-01-21,4193666,58.0
2025-01-22,3029232,62.0
2025-01-23,3776382,63.0
2025-01-24,3200174,71.0
2025-01-27,4246211,74.0
2025-01-28,5145339,66.0
2025-01-29,3764110,72.0
2025-01-30,2572390,69.0
2025-01-31,2069049,66.0
2025-02-01,590358,38.0
2025-02-03,2677102,73.0
2025-02-04,3748587,66.0
2025-02-05,2712963,72.0
2025-02-06,2074533,63.0
2025-02-07,2446829,72.0
2025-02-10,1862338,66.0
2025-02-11,1753273,55.0
2025-02-12,2230897,65.0
2025-02-13,1852338,56.0
2025-02-14,1482657,59.0
2025-02-17,1141466,52.0
2025-02-18,1636976,66.0
2025-02-19,1308464,56.0
2025-02-20,1691784,63.0
2025-02-21,1246113,62.0
2025-02-24,4545101,63.0
2025-02-25,2070685,57.0
2025-02-27,2398911,69.0
2025-02-28,5069416,69.0
2025-03-03,1839128,63.0
2025-03-04,3308614,64.0
2025-03-05,3182255,61.0
2025-03-06,2112490,59.0
2025-03-07,2150487,65.0
2025-03-10,1894003,60.0
2025-03-11,1903675,62.0
2025-03-12,3333175,59.0
2025-03-13,2043567,57.0
2025-03-17,2039174,49.0
2025-03-18,3052541,62.0
2025-03-19,4722677,71.0
2025-03-20,4681598,67.0
2025-03-21,8304888,71.0
2025-03-24,2644875,63.0
2025-03-25,5160340,46.0
2025-03-26,3246636,64.0
2025-03-27,3563735,68.0
2025-03-28,2289055,63.0
2025-04-01,4208101,62.0
2025-04-02,3240559,60.0
2025-04-03,4037469,66.0
2025-04-04,4542096,67.0
2025-04-07,6603894,60.0
2025-04-08,4189939,46.0
2025-04-09,3476395,62.0
2025-04-11,5125671,61.0
2025-04-15,3328193,66.0
2025-04-16,2636751,63.0
2025-04-17,3662883,36.0
2025-04-21,3013392,46.0
2025-04-22,2813869,43.0
2025-04-23,13885786,32.0
2025-04-24,3423614,47.0
2025-04-25,3929448,53.0
2025-04-28,2699003,52.0
2025-04-29,2304593,51.0
2025-04-30,3742537,66.0
2025-05-02,1923111,58.0
2025-05-05,1056170,50.0
2025-05-06,2130156,71.0
2025-05-07,5591367,73.0
2025-05-08,2818898,42.0
2025-05-09,2092819,51.0
2025-05-12,4171922,60.0
2025-05-13,3238390,54.0
2025-05-14,1609981,51.0
2025-05-15,5155049,49.0
2025-05-16,2692726,
2025-05-19,1727035,57.0
2025-05-20,2532392,66.0
2025-05-21,1442770,60.0
2025-05-22,2294776,54.0
2025-05-23,1528866,56.0
2025-05-26,1178703,58.0
2025-05-27,2839086,56.0
2025-05-28,1845973,61.0
2025-05-29,2465024,55.0
2025-05-30,4448539,73.0
2025-06-02,2022561,58.0
2025-06-03,2556979,53.0
2025-06-04,1759500,73.0
