Date,200 DMA
2024-06-06,1397.42
2024-06-07,1397.76
2024-06-10,1397.97
2024-06-11,1398.28
2024-06-12,1398.68
2024-06-13,1399.13
2024-06-14,1399.45
2024-06-18,1399.83
2024-06-19,1400.28
2024-06-20,1400.71
2024-06-21,1401.18
2024-06-24,1401.58
2024-06-25,1402.04
2024-06-26,1402.45
2024-06-27,1402.97
2024-06-28,1403.54
2024-07-01,1404.19
2024-07-02,1404.95
2024-07-03,1405.71
2024-07-04,1406.87
2024-07-05,1407.99
2024-07-08,1409.23
2024-07-09,1410.45
2024-07-10,1411.44
2024-07-11,1412.44
2024-07-12,1413.91
2024-07-15,1415.46
2024-07-16,1416.99
2024-07-18,1418.76
2024-07-19,1420.51
2024-07-22,1422.06
2024-07-23,1423.82
2024-07-24,1425.41
2024-07-25,1427.02
2024-07-26,1429.1
2024-07-29,1431.12
2024-07-30,1433.1
2024-07-31,1435.18
2024-08-01,1437.23
2024-08-02,1438.94
2024-08-05,1440.17
2024-08-06,1441.59
2024-08-07,1443.11
2024-08-08,1444.25
2024-08-09,1445.7
2024-08-12,1447.09
2024-08-13,1448.54
2024-08-14,1450.31
2024-08-16,1452.47
2024-08-19,1454.72
2024-08-20,1457.03
2024-08-21,1459.22
2024-08-22,1461.38
2024-08-23,1463.37
2024-08-26,1465.92
2024-08-27,1468.36
2024-08-28,1470.86
2024-08-29,1473.66
2024-08-30,1476.44
2024-09-02,1479.73
2024-09-03,1482.82
2024-09-04,1485.83
2024-09-05,1488.86
2024-09-06,1491.52
2024-09-09,1494.06
2024-09-10,1496.89
2024-09-11,1499.7
2024-09-12,1502.76
2024-09-13,1505.85
2024-09-16,1508.89
2024-09-17,1511.93
2024-09-18,1514.36
2024-09-19,1516.57
2024-09-20,1518.99
2024-09-23,1521.32
2024-09-24,1523.85
2024-09-25,1526.42
2024-09-26,1528.98
2024-09-27,1531.76
2024-09-30,1534.39
2024-10-01,1537.2
2024-10-03,1539.6
2024-10-04,1541.96
2024-10-07,1544.3
2024-10-08,1546.74
2024-10-09,1549.35
2024-10-10,1551.93
2024-10-11,1554.8
2024-10-14,1557.79
2024-10-15,1560.9
2024-10-16,1563.93
2024-10-17,1566.95
2024-10-18,1569.85
2024-10-21,1572.57
2024-10-22,1575.06
2024-10-23,1577.75
2024-10-24,1580.41
2024-10-25,1583.12
2024-10-28,1585.99
2024-10-29,1588.83
2024-10-30,1591.32
2024-10-31,1593.06
2024-11-01,1594.69
2024-11-04,1596.37
2024-11-05,1598.13
2024-11-06,1600.52
2024-11-07,1602.82
2024-11-08,1605.16
2024-11-11,1607.77
2024-11-12,1610.4
2024-11-13,1612.94
2024-11-14,1615.38
2024-11-18,1617.57
2024-11-19,1619.59
2024-11-21,1621.75
