Date,50 DMA
2024-06-06,231.56
2024-06-07,231.98
2024-06-10,232.2
2024-06-11,232.43
2024-06-12,232.67
2024-06-13,233.01
2024-06-14,233.23
2024-06-18,233.73
2024-06-19,234.29
2024-06-20,234.71
2024-06-21,235.13
2024-06-24,235.53
2024-06-25,236.03
2024-06-26,236.49
2024-06-27,237.23
2024-06-28,238.02
2024-07-01,239.03
2024-07-02,240.21
2024-07-03,241.35
2024-07-04,242.3
2024-07-05,243.29
2024-07-08,244.36
2024-07-09,245.38
2024-07-10,246.26
2024-07-11,247.08
2024-07-12,248.37
2024-07-15,249.6
2024-07-16,250.79
2024-07-18,252.19
2024-07-19,253.23
2024-07-22,253.22
2024-07-23,253.1
2024-07-24,252.98
2024-07-25,253.0
2024-07-26,253.37
2024-07-29,253.71
2024-07-30,253.99
2024-07-31,254.27
2024-08-01,254.52
2024-08-02,254.39
2024-08-05,253.92
2024-08-06,253.56
2024-08-07,253.37
2024-08-08,252.99
2024-08-09,252.7
2024-08-12,252.38
2024-08-13,252.1
2024-08-14,251.92
2024-08-16,252.17
2024-08-19,252.47
2024-08-20,252.86
2024-08-21,253.26
2024-08-22,253.51
2024-08-23,253.61
2024-08-26,253.86
2024-08-27,254.05
2024-08-28,254.57
2024-08-29,255.15
2024-08-30,255.7
2024-09-02,256.11
2024-09-03,256.58
2024-09-04,256.7
2024-09-05,256.92
2024-09-06,257.05
2024-09-09,257.07
2024-09-10,257.3
2024-09-11,257.29
2024-09-12,257.59
2024-09-13,258.29
2024-09-16,258.98
2024-09-17,259.65
2024-09-18,260.02
2024-09-19,260.28
2024-09-20,260.64
2024-09-23,260.91
2024-09-24,261.26
2024-09-25,261.53
2024-09-26,261.89
2024-09-27,262.25
2024-09-30,262.58
2024-10-01,263.0
2024-10-03,263.09
2024-10-04,263.23
2024-10-07,263.33
2024-10-08,263.33
2024-10-09,263.42
2024-10-10,263.39
2024-10-11,263.42
2024-10-14,263.86
2024-10-15,263.96
2024-10-16,264.05
2024-10-17,264.06
2024-10-18,264.46
2024-10-21,264.84
2024-10-22,265.15
2024-10-23,265.48
2024-10-24,265.79
2024-10-25,266.03
2024-10-28,266.55
2024-10-29,267.12
2024-10-30,267.73
2024-10-31,268.05
2024-11-01,268.35
2024-11-04,268.43
2024-11-05,268.56
2024-11-06,269.09
2024-11-07,269.58
2024-11-08,270.16
2024-11-11,270.82
2024-11-12,271.38
2024-11-13,271.9
2024-11-14,272.35
2024-11-18,272.51
2024-11-19,272.84
2024-11-21,273.07
2024-11-22,273.57
2024-11-25,274.26
2024-11-26,275.05
2024-11-27,275.7
2024-11-28,276.1
2024-11-29,276.61
2024-12-02,277.22
2024-12-03,277.79
2024-12-04,278.42
2024-12-05,279.24
2024-12-06,279.95
2024-12-09,280.89
2024-12-10,281.95
2024-12-11,283.01
2024-12-12,284.04
2024-12-13,285.05
2024-12-16,286.0
2024-12-17,286.9
2024-12-18,287.9
2024-12-19,288.88
2024-12-20,289.52
2024-12-23,290.24
2024-12-24,290.83
2024-12-26,291.39
2024-12-27,292.08
2024-12-30,292.54
2024-12-31,292.9
2025-01-01,293.19
2025-01-02,293.61
2025-01-03,293.64
2025-01-06,293.67
2025-01-07,293.68
2025-01-08,293.83
2025-01-09,293.77
2025-01-10,294.04
2025-01-13,293.95
2025-01-14,293.91
2025-01-15,293.86
2025-01-16,293.63
2025-01-17,293.18
2025-01-20,293.45
2025-01-21,293.64
2025-01-22,294.25
2025-01-23,295.17
2025-01-24,296.15
2025-01-27,296.61
2025-01-28,296.88
2025-01-29,297.5
2025-01-30,297.95
2025-01-31,298.49
2025-02-01,298.74
2025-02-03,299.32
2025-02-04,299.99
2025-02-05,300.66
2025-02-06,301.34
2025-02-07,301.99
2025-02-10,302.66
2025-02-11,303.06
2025-02-12,303.34
2025-02-13,303.55
2025-02-14,303.73
2025-02-17,303.79
2025-02-18,304.12
2025-02-19,304.51
2025-02-20,304.86
2025-02-21,304.92
2025-02-24,304.53
2025-02-25,304.01
2025-02-27,303.64
2025-02-28,302.62
2025-03-03,301.87
2025-03-04,301.01
2025-03-05,300.39
2025-03-06,299.82
2025-03-07,299.23
2025-03-10,298.51
2025-03-11,297.7
2025-03-12,296.55
2025-03-13,295.28
2025-03-17,293.89
2025-03-18,292.61
2025-03-19,291.55
2025-03-20,290.63
2025-03-21,289.6
2025-03-24,288.81
2025-03-25,288.11
2025-03-26,287.3
2025-03-27,286.7
2025-03-28,285.74
2025-04-01,284.84
2025-04-02,284.0
2025-04-03,282.92
2025-04-04,281.48
2025-04-07,279.97
2025-04-08,278.69
2025-04-09,277.04
2025-04-11,275.58
2025-04-15,274.34
2025-04-16,273.29
2025-04-17,271.86
2025-04-21,270.55
2025-04-22,269.13
2025-04-23,268.13
2025-04-24,267.13
2025-04-25,266.1
2025-04-28,265.1
2025-04-29,264.17
2025-04-30,263.28
2025-05-02,262.48
2025-05-05,261.74
2025-05-06,260.93
2025-05-07,260.27
2025-05-08,259.54
2025-05-09,258.85
2025-05-12,258.79
2025-05-13,258.5
2025-05-14,258.29
2025-05-15,258.22
2025-05-16,258.07
2025-05-19,257.82
2025-05-20,257.5
2025-05-21,257.24
2025-05-22,256.8
2025-05-23,256.43
2025-05-26,256.19
2025-05-27,255.87
2025-05-28,255.54
2025-05-29,255.33
2025-05-30,255.11
2025-06-02,254.82
2025-06-03,254.48
2025-06-04,254.18
2025-06-05,253.94
2025-06-06,253.73
