Date,Price on NSE
2024-06-06,230.5
2024-06-07,242.28
2024-06-10,237.63
2024-06-11,238.03
2024-06-12,238.45
2024-06-13,241.3
2024-06-14,238.75
2024-06-18,245.93
2024-06-19,247.88
2024-06-20,245.2
2024-06-21,245.28
2024-06-24,245.28
2024-06-25,248.43
2024-06-26,247.6
2024-06-27,255.4
2024-06-28,257.43
2024-07-01,263.68
2024-07-02,269.1
2024-07-03,269.5
2024-07-04,265.35
2024-07-05,267.55
2024-07-08,270.6
2024-07-09,270.5
2024-07-10,267.78
2024-07-11,267.05
2024-07-12,280.08
2024-07-15,279.85
2024-07-16,279.85
2024-07-18,286.6
2024-07-19,278.6
2024-07-22,252.9
2024-07-23,250.28
2024-07-24,250.05
2024-07-25,253.43
2024-07-26,262.4
2024-07-29,262.2
2024-07-30,260.75
2024-07-31,261.0
2024-08-01,260.78
2024-08-02,251.08
2024-08-05,242.5
2024-08-06,244.75
2024-08-07,248.7
2024-08-08,243.65
2024-08-09,245.65
2024-08-12,244.53
2024-08-13,245.25
2024-08-14,247.58
2024-08-16,258.13
2024-08-19,259.88
2024-08-20,262.33
2024-08-21,263.18
2024-08-22,259.5
2024-08-23,256.2
2024-08-26,260.0
2024-08-27,258.58
2024-08-28,267.3
2024-08-29,269.35
2024-08-30,269.2
2024-09-02,266.23
2024-09-03,268.03
2024-09-04,259.58
2024-09-05,262.43
2024-09-06,260.3
2024-09-09,257.43
2024-09-10,262.88
2024-09-11,257.18
2024-09-12,265.03
2024-09-13,275.3
2024-09-16,275.95
2024-09-17,275.95
2024-09-18,269.08
2024-09-19,266.68
2024-09-20,269.55
2024-09-23,267.45
2024-09-24,269.78
2024-09-25,268.1
2024-09-26,270.95
2024-09-27,270.9
2024-09-30,270.73
2024-10-01,273.38
2024-10-03,265.08
2024-10-04,266.78
2024-10-07,265.73
2024-10-08,263.48
2024-10-09,265.58
2024-10-10,262.5
2024-10-11,264.15
2024-10-14,274.78
2024-10-15,266.48
2024-10-16,266.08
2024-10-17,264.38
2024-10-18,274.33
2024-10-21,274.05
2024-10-22,272.73
2024-10-23,273.6
2024-10-24,273.45
2024-10-25,271.73
2024-10-28,279.3
2024-10-29,281.1
2024-10-30,282.63
2024-10-31,275.9
2024-11-01,275.68
2024-11-04,270.4
2024-11-05,271.85
2024-11-06,281.95
2024-11-07,281.7
2024-11-08,284.5
2024-11-11,286.75
2024-11-12,285.33
2024-11-13,284.5
2024-11-14,283.35
2024-11-18,276.43
2024-11-19,281.0
2024-11-21,278.58
2024-11-22,285.83
2024-11-25,291.23
2024-11-26,294.5
2024-11-27,291.45
2024-11-28,286.1
2024-11-29,288.93
2024-12-02,292.28
2024-12-03,291.65
2024-12-04,294.0
2024-12-05,299.3
2024-12-06,297.35
2024-12-09,303.75
2024-12-10,308.1
2024-12-11,309.0
2024-12-12,309.1
2024-12-13,309.95
2024-12-16,309.2
2024-12-17,308.85
2024-12-18,312.6
2024-12-19,312.75
2024-12-20,305.2
2024-12-23,307.9
2024-12-24,305.3
2024-12-26,305.05
2024-12-27,309.1
2024-12-30,303.7
2024-12-31,301.85
2025-01-01,300.3
2025-01-02,303.8
2025-01-03,294.45
2025-01-06,294.3
2025-01-07,294.05
2025-01-08,297.55
2025-01-09,292.3
2025-01-10,300.55
2025-01-13,291.85
2025-01-14,292.85
2025-01-15,292.65
2025-01-16,288.05
2025-01-17,281.95
2025-01-20,300.25
2025-01-21,298.35
2025-01-22,309.1
2025-01-23,317.7
2025-01-24,320.1
2025-01-27,307.95
2025-01-28,303.6
2025-01-29,312.45
2025-01-30,309.0
2025-01-31,311.9
2025-02-01,304.8
2025-02-03,313.6
2025-02-04,316.25
2025-02-05,317.1
2025-02-06,317.95
2025-02-07,318.0
2025-02-10,319.05
2025-02-11,313.0
2025-02-12,310.2
2025-02-13,308.55
2025-02-14,308.1
2025-02-17,305.35
2025-02-18,312.2
2025-02-19,314.1
2025-02-20,313.3
2025-02-21,306.35
2025-02-24,295.05
2025-02-25,291.3
2025-02-27,294.5
2025-02-28,277.65
2025-03-03,283.55
2025-03-04,280.0
2025-03-05,285.1
2025-03-06,285.9
2025-03-07,284.8
2025-03-10,280.9
2025-03-11,277.75
2025-03-12,268.55
2025-03-13,264.0
2025-03-17,259.85
2025-03-18,261.25
2025-03-19,265.7
2025-03-20,268.0
2025-03-21,264.3
2025-03-24,269.4
2025-03-25,271.0
2025-03-26,267.4
2025-03-27,272.2
2025-03-28,262.25
2025-04-01,262.6
2025-04-02,263.6
2025-04-03,256.35
2025-04-04,246.3
2025-04-07,242.9
2025-04-08,247.25
2025-04-09,236.65
2025-04-11,239.75
2025-04-15,244.0
2025-04-16,247.65
2025-04-17,236.9
2025-04-21,238.45
2025-04-22,234.15
2025-04-23,243.6
2025-04-24,242.75
2025-04-25,240.9
2025-04-28,240.5
2025-04-29,241.4
2025-04-30,241.5
2025-05-02,242.87
2025-05-05,243.57
2025-05-06,241.19
2025-05-07,244.04
2025-05-08,241.57
2025-05-09,242.01
2025-05-12,257.28
2025-05-13,251.57
2025-05-14,252.94
2025-05-15,256.57
2025-05-16,254.31
2025-05-19,251.75
2025-05-20,249.71
2025-05-21,250.92
2025-05-22,245.94
2025-05-23,247.36
2025-05-26,250.24
2025-05-27,248.25
2025-05-28,247.43
2025-05-29,250.14
2025-05-30,249.67
2025-06-02,247.68
2025-06-03,246.22
2025-06-04,246.86
2025-06-05,247.94
2025-06-06,248.59
