displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,22208.30,,,2024,Interim
Total Revenue ,TotalRevenue,22208.30,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,15721.90,,,2024,Interim
Gross Profit ,GrossProfit,6486.40,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,2674.80,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,346.20,,,2024,Interim
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,12.80,,,2024,Interim
Unusual Expense( Income) ,UnusualExpense(Income),80.80,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,-165.50,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,18671.00,,,2024,Interim
Operating Income ,OperatingIncome,3537.30,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,324.90,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,3862.20,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1004.00,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,2858.20,,,2024,Interim
Minority Interest ,MinorityInterest,-23.60,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,2834.60,,,2024,Interim
Net Income ,NetIncome,2834.60,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,2834.60,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,2834.60,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,2834.60,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,1048.47,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,2.70,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.50,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,3.06,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
