displayName,key,value
Net Interest coverage - most recent fiscal year,netInterestCoverageMostRecentFiscalYear,
"Current EV/Free Cash Flow, LTM",currentEVPerFreeCashFlowLTM,15.43
Free Cash Flow - trailing 12 month,freeCashFlowtrailing12Month,154689.00
Total debt/total equity - most recent quarter,totalDebtPerTotalEquityMostRecentQuarter,0.23
Free Cash Flow - most recent fiscal year,freeCashFlowMostRecentFiscalYear,91939.00
LT debt/equity - most recent fiscal year,ltDebtPerEquityMostRecentFiscalYear),0.10
Quick ratio - most recent fiscal year,quickRatioMostRecentFiscalYear,2.71
Quick ratio - most recent quarter,quickRatioMostRecentQuarter,2.71
Payout ratio - trailing 12 month,payoutRatioTrailing12Month,47.77
Current ratio - most recent fiscal year,currentRatioMostRecentFiscalYear,2.72
"Current EV/Free Cash Flow, LFY",currentEVPerFreeCashFlowLFY,27.08
LT debt/equity - most recent quarter,lTDebtPerEquityMostRecentQuarter,0.10
Total debt/total equity - most recent fiscal year,totalDebtPerTotalEquityMostRecentFiscalYear,0.23
Net Interest coverage - trailing 12 month,netInterestCoverageTrailing12Month,
Current ratio - most recent quarter,currentRatioMostRecentQuarter,2.72
Payout ratio - most recent fiscal year,payoutRatioMostRecentFiscalYear,47.77
