tickerId,companyName,remarks,recordDate,xbDate,sortDate,dateOfAnnouncement
S0003105,Wipro,Bonus issue in the ratio of 1:1 of Rs. 2/-,2024-12-03,2024-12-03,2024-12-03,2024-10-17
