displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,16.98
Gross Margin - 5 year average,grossMargin5YearAverage,29.97
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),16.98
Operating Margin - 5 year average,operatingMargin5YearAverage,16.82
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,14.84
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,30.65
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,14.84
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,14.33
Pretax Margin - 5 year average,pretaxMargin5YearAverage,18.52
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,17.36
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,19.64
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,19.64
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,13.23
Gross Margin - trailing 12 month,grossMarginTrailing12Month,30.65
