id,text,created_at,retweet_count,reply_count,like_count,quote_count,view_count,lang,username,author_name,url
1849841351468122293,"OUR FINANCIAL HIGHLIGHTS Q2 FY'25
#CoalIndia #FinancialHighlights 

@kishanreddybjp | @satishdubeyy | @CoalMinistry | @KishanReddyOfc | @PIB_Coal https://t.co/s8BDnC1WCr",Fri Oct 25 15:52:01 +0000 2024,2,0,5,0,653,en,CoalIndiaHQ,Coal India Limited,https://x.com/CoalIndiaHQ/status/1849841351468122293
1842089593664929914,"A RECAP OF COAL INDIA AND ITS SUBSIDIARIES REMARKABLE RESULTS OF SPECIAL CAMPAIGN 3.0
#CoalIndia #SpecialCampaign4 

@kishanreddybjp | @satishdubeyy | @CoalMinistry | @KishanReddyOfc |  @PIB_Coal | @DARPG_GoI https://t.co/tgdXgwrUWO",Fri Oct 04 06:29:18 +0000 2024,12,1,26,0,993,en,CoalIndiaHQ,Coal India Limited,https://x.com/CoalIndiaHQ/status/1842089593664929914
1840703052996546945,"A RECAP OF COAL INDIA AND ITS SUBSIDIARIES REMARKABLE RESULTS OF SPECIAL CAMPAIGN 3.0
#CoalIndia #SHS2024 #SwachhataHiSeva2024 #SwabhavSwachhata #SanskaarSwachhata #SpecialCampaign4

@kishanreddybjp | @satishdubeyy | @CoalMinistry | @KishanReddyOfc |  @PIB_Coal | @MoHUA_India | @jaljeevan_ | @SwachhBharatGov | @swachhbharat | @DARPG_GoI",Mon Sep 30 10:39:41 +0000 2024,6,0,13,0,828,en,CoalIndiaHQ,Coal India Limited,https://x.com/CoalIndiaHQ/status/1840703052996546945
1839605118863343935,"A RECAP OF COAL INDIA AND ITS SUBSIDIARIES REMARKABLE RESULTS OF SPECIAL CAMPAIGN 3.0
#CoalIndia #SHS2024 #SwachhataHiSeva2024 #SwabhavSwachhata #SanskaarSwachhata #SpecialCampaign4 

@kishanreddybjp | @satishdubeyy | @CoalMinistry | @KishanReddyOfc |  @PIB_Coal | @MoHUA_India | @jaljeevan_ | @SwachhBharatGov | @swachhbharat | @DARPG_GoI",Fri Sep 27 09:56:53 +0000 2024,4,0,10,0,769,en,CoalIndiaHQ,Coal India Limited,https://x.com/CoalIndiaHQ/status/1839605118863343935
1818653248468763095,"OUR Q1 FINANCIAL HIGHLIGHTS IN FY’25
#CoalIndia 

@kishanreddybjp | @satishdubeyy | @CoalMinistry | @easterncoal | @BCCLofficial | @CCLRanchi | @TeamWCL | @secl_cil | @NCL_SINGRAULI | @mahanadicoal | @cmpdil https://t.co/GZAd1ewGKK",Wed Jul 31 14:21:38 +0000 2024,18,0,37,0,1434,en,CoalIndiaHQ,Coal India Limited,https://x.com/CoalIndiaHQ/status/1818653248468763095
1808007773189181654,"Congratulations Team CCL for a Splendid Performance in Q1
Shri P. M. Prasad, Chairman Coal India",Tue Jul 02 05:20:18 +0000 2024,1,0,23,0,565,en,CoalIndiaHQ,Coal India Limited,https://x.com/CoalIndiaHQ/status/1808007773189181654
1807746576426942782,"OUR PERFORMANCE PICKS UP PACE IN Q1 FY'25
#CoalIndia

@kishanreddybjp | @satishdubeyy | @CoalMinistry | @easterncoal | @BCCLofficial | @CCLRanchi | @TeamWCL | @secl_cil | @NCL_SINGRAULI | @mahanadicoal | @cmpdil https://t.co/lyzybQWRO8",Mon Jul 01 12:02:24 +0000 2024,5,0,26,1,1166,en,CoalIndiaHQ,Coal India Limited,https://x.com/CoalIndiaHQ/status/1807746576426942782
1786029188807381155,"COAL INDIA'S FINANCIAL PERFORMANCE IN Q4 FY'24
#CoalIndia 

@CoalMinistry | @easterncoal | @BCCLofficial | @CCLRanchi | @TeamWCL | @secl_cil | @NCL_SINGRAULI | @mahanadicoal | @cmpdil | @FinMinIndia https://t.co/105nGbo4nd",Thu May 02 13:45:16 +0000 2024,2,0,25,0,1796,en,CoalIndiaHQ,Coal India Limited,https://x.com/CoalIndiaHQ/status/1786029188807381155
1757062098444534088,"Q3 HIGHLIGHTS - FY 2024
#coalindia

@JoshiPralhad | @raosahebdanve | @CoalMinistry | @easterncoal | @BCCLofficial | @CCLRanchi | @TeamWCL | @secl_cil | @NCL_SINGRAULI | @mahanadicoal | @cmpdil https://t.co/EYfXvxego1",Mon Feb 12 15:20:23 +0000 2024,9,2,37,0,2083,en,CoalIndiaHQ,Coal India Limited,https://x.com/CoalIndiaHQ/status/1757062098444534088
1722989663923613730,"COAL INDIA'S STELLAR PERFORMANCE IN Q2 FY 2023-24
#CoalIndia 

@JoshiPralhad @raosahebdanve @CoalMinistry @easterncoal @BCCLofficial @CCLRanchi @TeamWCL @secl_cil @NCL_SINGRAULI @mahanadicoal @cmpdil https://t.co/MqoMXvSvJY",Fri Nov 10 14:48:42 +0000 2023,12,1,50,0,3267,en,CoalIndiaHQ,Coal India Limited,https://x.com/CoalIndiaHQ/status/1722989663923613730
1706326474285023479,"A RECAP OF COAL INDIA AND ITS SUBSIDIARIES REMARKABLE RESULTS OF SPECIAL CAMPAIGN 2.0 
#SpecialCampaign3 https://t.co/d8LdX8xm3l",Mon Sep 25 15:15:08 +0000 2023,7,3,28,0,2308,en,CoalIndiaHQ,Coal India Limited,https://x.com/CoalIndiaHQ/status/1706326474285023479
1688899008226308096,"COAL INDIA REGISTERS HIGHEST EVER REVENUE FROM OPERATIONS AND NET SALES IN Q1 FY'24

@JoshiPralhad @raosahebdanve @CoalMinistry @easterncoal @BCCLofficial @CCLRanchi @TeamWCL @secl_cil @NCL_SINGRAULI @mahanadicoal @cmpdil https://t.co/wjVvGNb90M",Tue Aug 08 13:04:36 +0000 2023,20,3,81,0,4454,en,CoalIndiaHQ,Coal India Limited,https://x.com/CoalIndiaHQ/status/1688899008226308096
1680906943743787009,"COAL INDIA’S COKING COAL OUTPUT RISES IN Q1 FY’24

@JoshiPralhad @raosahebdanve @CoalMinistry https://t.co/ClcNmraqib",Mon Jul 17 11:46:59 +0000 2023,19,0,65,0,4127,en,CoalIndiaHQ,Coal India Limited,https://x.com/CoalIndiaHQ/status/1680906943743787009
1675788656110452737,"CIL's PERFORMANCE HITS RECORD HIGH IN Q1 FY’24

@JoshiPralhad @raosahebdanve @CoalMinistry https://t.co/b3WdMJq5RC",Mon Jul 03 08:48:44 +0000 2023,18,2,64,0,4273,en,CoalIndiaHQ,Coal India Limited,https://x.com/CoalIndiaHQ/status/1675788656110452737
1655217507907633154,COAL INDIA RECORDS HIGHEST EVER PROFIT https://t.co/NqXpcUtDau,Sun May 07 14:26:20 +0000 2023,31,11,132,1,6168,en,CoalIndiaHQ,Coal India Limited,https://x.com/CoalIndiaHQ/status/1655217507907633154
