displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,9693.19,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,979.39,,,2021,Annual
Non- Cash Items ,Non-CashItems,5252.57,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-3292.27,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,12632.88,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-938.44,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-53256.38,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-54194.82,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,60.19,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,0.00,,,2021,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,10150.59,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-2931.45,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,7279.33,,,2021,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,-92.81,,,2021,Annual
Net Changein Cash ,NetChangeinCash,-34375.42,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,2026.99,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
