companyDescription,mgIndustry,isInId,exchangeCodeBse,exchangeCodeNse
"Axis Bank Limited (the Bank) is a private sector bank. The Bank’s segments include Treasury, Retail Banking, Corporate/Wholesale Banking and Other Banking Business. Treasury operations include investments in sovereign and corporate debt, equity and mutual funds, trading operations, derivative trading and foreign exchange operations on the proprietary account and for customers. Retail Banking constitutes lending activities, along with liability products, card services, Internet banking, mobile banking, automated teller machine (ATM) services, depository, financial advisory services and non-resident Indian (NRI) services. Corporate/Wholesale Banking includes corporate relationships, advisory services, placements and syndication, project appraisals, capital market related services and cash management services. The other Banking Business includes para banking activities like third party product distribution and other banking transactions not covered under any of the above three segments.",Regional Banks,INE238A01034,532215,AXISBANK
