displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,96.62
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,603.56
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,331.57
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,90.13
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,90.72
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,272.69
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,90.13
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,90.72
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,90.71
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,604.50
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,604.50
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,1.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,274.47
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,90.72
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,603.56
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,1.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,90.72
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,331.57
