displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,97253.40,,,2020,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,160591.75,,,2020,Annual
Net Loans ,NetLoans,578195.09,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,9294.68,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-4900.34,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,4394.34,,,2020,Annual
Goodwill Net ,GoodwillNet,289.24,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,7363.79,,,2020,Annual
Other Assets Total ,OtherAssetsTotal,79784.19,,,2020,Annual
Total Assets ,TotalAssets,927871.81,,,2020,Annual
Accounts Payable ,AccountsPayable,3412.29,,,2020,Annual
Total Deposits ,TotalDeposits,642157.21,,,2020,Annual
Total Short Term Borrowings ,TotalShortTermBorrowings,3689.79,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,0.00,,,2020,Annual
Long Term Debt ,LongTermDebt,155180.17,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,155180.17,,,2020,Annual
Total Debt ,TotalDebt,158869.96,,,2020,Annual
Minority Interest ,MinorityInterest,113.56,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,36978.37,,,2020,Annual
Total Liabilities ,TotalLiabilities,841531.38,,,2020,Annual
Common Stock Total ,CommonStockTotal,564.34,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,41169.86,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),43335.47,,,2020,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),928.00,,,2020,Annual
Other Equity Total ,OtherEquityTotal,342.77,,,2020,Annual
Total Equity ,TotalEquity,86340.43,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,927871.81,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,282.17,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,304.96,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
