displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,88027.53,,,2023,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,310093.17,,,2023,Annual
Net Loans ,NetLoans,867069.60,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,24459.29,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-19606.71,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,4852.58,,,2023,Annual
Goodwill Net ,GoodwillNet,289.24,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,6405.76,,,2023,Annual
Other Assets Total ,OtherAssetsTotal,67680.08,,,2023,Annual
Total Assets ,TotalAssets,1344417.96,,,2023,Annual
Accounts Payable ,AccountsPayable,4097.95,,,2023,Annual
Total Deposits ,TotalDeposits,945824.72,,,2023,Annual
Total Short Term Borrowings ,TotalShortTermBorrowings,9543.81,,,2023,Annual
Long Term Debt ,LongTermDebt,206213.57,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,206213.57,,,2023,Annual
Total Debt ,TotalDebt,215757.38,,,2023,Annual
Minority Interest ,MinorityInterest,393.39,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,48562.81,,,2023,Annual
Total Liabilities ,TotalLiabilities,1214636.25,,,2023,Annual
Common Stock Total ,CommonStockTotal,615.37,,,2023,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,51935.78,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),74327.89,,,2023,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,426.09,,,2023,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),1782.00,,,2023,Annual
Other Equity Total ,OtherEquityTotal,694.58,,,2023,Annual
Total Equity ,TotalEquity,129781.71,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,1344417.96,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,307.69,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,420.86,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
