CalendarMonth,CalendarYear,FiscalYear,ActualReportDate,Type,CurrencyCode,Reported,ReportedDate,SurprisePercent,SurpriseMean,SUE,NumEstimates,Mean,High,Low,Median,StandardDeviation,SmartEstimate
3,2024,2024,2024-04-24T07:45:00,Actual,INR,85.01,2024-04-24T07:45:00,7.83,78.84,1.61,5,,,,,,
3,2025,2025,2025-04-24T07:40:00,Actual,INR,90.18,2025-04-24T07:40:00,6.5,84.68,1.67,2,,,,,,
3,2026,2026,,Estimate,INR,,,,,,2,93.0,99.0,87.0,93.0,5.0,92.0
3,2027,2027,,Estimate,INR,,,,,,2,110.0,118.0,102.0,110.0,7.0,110.0
