displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,119122.71,,,2024,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,345612.20,,,2024,Annual
Net Loans ,NetLoans,983445.49,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,26482.76,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-20645.20,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,5837.56,,,2024,Annual
Goodwill Net ,GoodwillNet,289.24,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,5434.97,,,2024,Annual
Other Assets Total ,OtherAssetsTotal,58496.36,,,2024,Annual
Total Assets ,TotalAssets,1518238.53,,,2024,Annual
Accounts Payable ,AccountsPayable,3658.22,,,2024,Annual
Total Deposits ,TotalDeposits,1067102.40,,,2024,Annual
Total Short Term Borrowings ,TotalShortTermBorrowings,6713.89,,,2024,Annual
Long Term Debt ,LongTermDebt,228199.55,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,228199.55,,,2024,Annual
Total Debt ,TotalDebt,234913.44,,,2024,Annual
Minority Interest ,MinorityInterest,499.44,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,55041.51,,,2024,Annual
Total Liabilities ,TotalLiabilities,1361215.01,,,2024,Annual
Common Stock Total ,CommonStockTotal,617.31,,,2024,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,52540.00,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),99287.02,,,2024,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,894.49,,,2024,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),2903.29,,,2024,Annual
Other Equity Total ,OtherEquityTotal,781.41,,,2024,Annual
Total Equity ,TotalEquity,157023.52,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,1518238.53,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,308.66,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,507.79,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
