Age,CurrencyCode,Mean,High,Low,Median,StandardDeviation,SmartEstimate,NumEstimates
OneWeekAgo,INR,93,99,87,93,5,92,2
ThirtyDaysAgo,INR,93,99,87,93,5,92,2
SixtyDaysAgo,INR,99,99,99,99,0,99,1
NinetyDaysAgo,INR,103,103,103,103,0,103,1
OneWeekAgo,INR,110,118,102,110,7,110,2
ThirtyDaysAgo,INR,109,116,102,109,6,108,2
SixtyDaysAgo,INR,116,116,116,116,0,116,1
NinetyDaysAgo,INR,117,117,117,117,0,117,1
