displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,367221.60
Revenue - trailing 12 month,revenueTrailing12Month),1273741.00
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,280551.10
EBITD - trailing 12 month,eBITDTrailing12Month,
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,280551.10
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,90.13
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,1273741.00
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,280551.10
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,367221.60
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,367221.60
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,384891.30
