displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,3961.47,,,2021,Annual
Cash Equivalents ,CashEquivalents,1280.23,,,2021,Annual
Short Term Investments ,ShortTermInvestments,15694.59,,,2021,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,20936.29,,,2021,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,19907.35,,,2021,Annual
Total Receivables Net ,TotalReceivablesNet,54299.43,,,2021,Annual
Total Inventory ,TotalInventory,8947.47,,,2021,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,541.67,,,2021,Annual
Total Current Assets ,TotalCurrentAssets,84724.86,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,59995.13,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-17635.67,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,52763.12,,,2021,Annual
Intangibles Net ,IntangiblesNet,131.93,,,2021,Annual
Long Term Investments ,LongTermInvestments,2485.18,,,2021,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,10620.92,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,11053.68,,,2021,Annual
Total Assets ,TotalAssets,161779.69,,,2021,Annual
Accounts Payable ,AccountsPayable,7637.63,,,2021,Annual
Accrued Expenses ,AccruedExpenses,3157.35,,,2021,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,3187.20,,,2021,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,7.59,,,2021,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,37653.10,,,2021,Annual
Total Current Liabilities ,TotalCurrentLiabilities,51642.87,,,2021,Annual
Long Term Debt ,LongTermDebt,2688.10,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,2688.10,,,2021,Annual
Total Debt ,TotalDebt,5882.89,,,2021,Annual
Deferred Income Tax ,DeferredIncomeTax,722.07,,,2021,Annual
Minority Interest ,MinorityInterest,441.08,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,69768.21,,,2021,Annual
Total Liabilities ,TotalLiabilities,125262.33,,,2021,Annual
Common Stock Total ,CommonStockTotal,6162.73,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),31288.55,,,2021,Annual
Other Equity Total ,OtherEquityTotal,-933.92,,,2021,Annual
Total Equity ,TotalEquity,36517.36,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,161779.69,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,616.27,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,59.04,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
