displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,469661.90
Revenue - trailing 12 month,revenueTrailing12Month),1407418.00
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,353581.60
EBITD - trailing 12 month,eBITDTrailing12Month,470629.50
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,353581.60
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,57.37
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,1433689.00
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,353581.60
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,469661.90
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,469661.90
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,470630.10
