displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Equivalents ,CashEquivalents,34215.31,,,2025,Annual
Short Term Investments ,ShortTermInvestments,5651.03,,,2025,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,39866.34,,,2025,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,12727.72,,,2025,Annual
Total Receivables Net ,TotalReceivablesNet,22569.24,,,2025,Annual
Total Inventory ,TotalInventory,12613.70,,,2025,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,21144.14,,,2025,Annual
Total Current Assets ,TotalCurrentAssets,96193.42,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,96173.79,,,2025,Annual
Intangibles Net ,IntangiblesNet,9076.16,,,2025,Annual
Long Term Investments ,LongTermInvestments,24084.22,,,2025,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,389.86,,,2025,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,34280.92,,,2025,Annual
Total Assets ,TotalAssets,260198.37,,,2025,Annual
Accounts Payable ,AccountsPayable,10205.63,,,2025,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,1613.52,,,2025,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,52922.50,,,2025,Annual
Total Current Liabilities ,TotalCurrentLiabilities,64741.65,,,2025,Annual
Long Term Debt ,LongTermDebt,7385.75,,,2025,Annual
Capital Lease Obligations ,CapitalLeaseObligations,146.46,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,7532.21,,,2025,Annual
Total Debt ,TotalDebt,9145.73,,,2025,Annual
Deferred Income Tax ,DeferredIncomeTax,1831.90,,,2025,Annual
Minority Interest ,MinorityInterest,845.77,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,86141.92,,,2025,Annual
Total Liabilities ,TotalLiabilities,161093.45,,,2025,Annual
Common Stock Total ,CommonStockTotal,6162.73,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),92942.19,,,2025,Annual
Total Equity ,TotalEquity,99104.92,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,260198.37,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,616.27,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,146.09,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
