displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,37410.39,,,2024,Interim
Total Revenue ,TotalRevenue,37410.39,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,22102.25,,,2024,Interim
Gross Profit ,GrossProfit,15308.14,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,3158.53,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,-2639.41,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,22621.37,,,2024,Interim
Operating Income ,OperatingIncome,14789.02,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-157.79,,,2024,Interim
Other Net ,OtherNet,2244.11,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,16875.34,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,3354.80,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,13520.54,,,2024,Interim
Minority Interest ,MinorityInterest,41.75,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,13562.29,,,2024,Interim
Net Income ,NetIncome,13562.29,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,13562.29,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,13562.29,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,13562.29,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,616.12,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,22.01,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,5.00,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,22.01,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
