companyDescription,mgIndustry,isInId,exchangeCodeBse,exchangeCodeNse
"Coal India Ltd. is an India-based coal mining company. The Company along with its subsidiaries is primarily involved in the mining and production of Coal. The Company has approximately 313 mines, consisting of 131 underground, 168 opencast, and 14 mixed mines. Its products and services Include Coking Coal, Semi Coking Coal, Non-Coking Coal, Washed and Beneficiated Coal, Middlings, CIL Coke / LTC Coke, Coal Fines / Coke Fines, and others. It has over 21 training Institutes and 76 Vocational Training Centers. The Company operates Indian Institute of Coal Management (IICM), which is a corporate training institute in India. IICM conducts multi-disciplinary programs. Its subsidiaries include Eastern Coalfields Limited (ECL), Bharat Coking Coal Limited (BCCL), Central Coalfields Limited (CCL), Western Coalfields Limited (WCL), South Eastern Coalfields Limited (SECL), Northern Coalfields Limited (NCL), Mahanadi Coalfields Limited (MCL), CIL Navikarniya Urja Limited (CNUL), and others.",Coal,INE522F01014,533278,COALINDIA
