displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,2410.93,,,2023,Annual
Cash Equivalents ,CashEquivalents,3239.35,,,2023,Annual
Short Term Investments ,ShortTermInvestments,37461.16,,,2023,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,43111.44,,,2023,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,13777.40,,,2023,Annual
Total Receivables Net ,TotalReceivablesNet,55248.06,,,2023,Annual
Total Inventory ,TotalInventory,8154.68,,,2023,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,1569.53,,,2023,Annual
Total Current Assets ,TotalCurrentAssets,108083.71,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,104717.78,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-27495.85,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,77221.93,,,2023,Annual
Intangibles Net ,IntangiblesNet,4947.46,,,2023,Annual
Long Term Investments ,LongTermInvestments,3394.83,,,2023,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,15916.37,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,12866.36,,,2023,Annual
Total Assets ,TotalAssets,222430.66,,,2023,Annual
Accounts Payable ,AccountsPayable,8549.18,,,2023,Annual
Accrued Expenses ,AccruedExpenses,3785.32,,,2023,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2023,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,68.17,,,2023,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,56370.75,,,2023,Annual
Total Current Liabilities ,TotalCurrentLiabilities,68773.42,,,2023,Annual
Long Term Debt ,LongTermDebt,4106.25,,,2023,Annual
Capital Lease Obligations ,CapitalLeaseObligations,157.00,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,4263.25,,,2023,Annual
Total Debt ,TotalDebt,4331.42,,,2023,Annual
Deferred Income Tax ,DeferredIncomeTax,1643.95,,,2023,Annual
Minority Interest ,MinorityInterest,770.69,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,86136.42,,,2023,Annual
Total Liabilities ,TotalLiabilities,161587.73,,,2023,Annual
Common Stock Total ,CommonStockTotal,6162.73,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),54679.34,,,2023,Annual
Other Equity Total ,OtherEquityTotal,0.86,,,2023,Annual
Total Equity ,TotalEquity,60842.93,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,222430.66,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,616.27,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,90.70,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
