tickerId,companyName,remarks,boardMeetDate,purpose
S0003044,Coal India,,2025-05-07,Audited Results & Final Dividend
S0003044,Coal India,,2025-01-27,Quarterly Results & Interim Dividend
S0003044,Coal India,,2024-10-25,Quarterly Results & Interim Dividend
S0003044,Coal India,,2024-07-31,Quarterly Results
S0003044,Coal India,,2024-05-02,Audited Results & Final Dividend
S0003044,Coal India,,2024-02-12,Quarterly Results & Interim Dividend
S0003044,Coal India,,2023-11-10,Quarterly Results & Interim Dividend
S0003044,Coal India,,2023-08-08,Quarterly Results
S0003044,Coal India,,2023-05-08,Audited Results & Final Dividend
S0003044,Coal India,(Revised),2023-05-07,Audited Results & Final Dividend
S0003044,Coal India,,2023-01-31,Quarterly Results & Interim Dividend
S0003044,Coal India,,2022-11-07,Quarterly Results & Dividend
S0003044,Coal India,,2022-08-10,Quarterly Results
S0003044,Coal India,,2022-05-25,Audited Results & Final Dividend
S0003044,Coal India,,2022-02-14,Quarterly Results & Interim Dividend
S0003044,Coal India,,2021-11-29,Interim Dividend
S0003044,Coal India,,2021-11-12,Quarterly Results
S0003044,Coal India,,2021-08-10,Quarterly Results
S0003044,Coal India,,2021-06-14,Audited Results & Final Dividend
S0003044,Coal India,,2021-03-05,Second Interim Dividend
S0003044,Coal India,,2021-02-11,Quarterly Results
