CalendarMonth,CalendarYear,FiscalYear,ActualReportDate,Type,CurrencyCode,Reported,ReportedDate,SurprisePercent,SurpriseMean,SUE,NumEstimates,Mean,High,Low,Median,StandardDeviation,SmartEstimate
3,2024,2024,2024-05-02T08:58:00,Actual,INR,60.69,2024-05-02T08:58:00,22.82,49.41,2.54,21,,,,,,
3,2025,2025,2025-05-07T07:20:00,Actual,INR,57.37,2025-05-07T07:20:00,3.76,55.29,0.47,19,,,,,,
3,2026,2026,,Estimate,INR,,,,,,20,57.0,71.0,48.0,57.0,4.0,57.0
3,2027,2027,,Estimate,INR,,,,,,19,60.0,73.0,49.0,60.0,5.0,61.0
3,2028,2028,,Estimate,INR,,,,,,7,64.0,68.0,59.0,64.0,2.0,64.0
