displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,1891.50,,,2024,Annual
Cash Equivalents ,CashEquivalents,4135.68,,,2024,Annual
Short Term Investments ,ShortTermInvestments,26906.71,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,32933.89,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,14482.18,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,59609.91,,,2024,Annual
Total Inventory ,TotalInventory,10177.23,,,2024,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,1162.33,,,2024,Annual
Total Current Assets ,TotalCurrentAssets,103883.36,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,120862.54,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-33173.89,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,87688.65,,,2024,Annual
Intangibles Net ,IntangiblesNet,6939.85,,,2024,Annual
Long Term Investments ,LongTermInvestments,4216.91,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,20969.34,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,13974.15,,,2024,Annual
Total Assets ,TotalAssets,237672.26,,,2024,Annual
Accounts Payable ,AccountsPayable,8385.65,,,2024,Annual
Accrued Expenses ,AccruedExpenses,4767.07,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,663.25,,,2024,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,86.29,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,47370.28,,,2024,Annual
Total Current Liabilities ,TotalCurrentLiabilities,61272.54,,,2024,Annual
Long Term Debt ,LongTermDebt,5617.20,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,156.29,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,5773.49,,,2024,Annual
Total Debt ,TotalDebt,6523.03,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,1822.16,,,2024,Annual
Minority Interest ,MinorityInterest,852.12,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,85222.17,,,2024,Annual
Total Liabilities ,TotalLiabilities,154942.48,,,2024,Annual
Common Stock Total ,CommonStockTotal,6162.73,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),76566.19,,,2024,Annual
Other Equity Total ,OtherEquityTotal,0.86,,,2024,Annual
Total Equity ,TotalEquity,82729.78,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,237672.26,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,616.27,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,122.98,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
