displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,36464.61,,,2025,Interim
Total Revenue ,TotalRevenue,36464.61,,,2025,Interim
Costof Revenue Total ,CostofRevenueTotal,22290.04,,,2025,Interim
Gross Profit ,GrossProfit,14174.57,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,1952.49,,,2025,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,-163.90,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,24078.63,,,2025,Interim
Operating Income ,OperatingIncome,12385.98,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-123.43,,,2025,Interim
Other Net ,OtherNet,1884.66,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,14147.21,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,3203.66,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,10943.55,,,2025,Interim
Minority Interest ,MinorityInterest,15.92,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,10959.47,,,2025,Interim
Net Income ,NetIncome,10959.47,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,10959.47,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,10959.47,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,10959.47,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,616.39,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,17.78,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,17.78,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
